investment_id,investor_name,limited_partnter_name,commitments
2876,MTI Partners,Gartmore Private Equity	,1.0
2877,MTI Partners,Greater Manchester Pension Fund	,2.0
2878,MTI Partners,Harbourvest Global Private Equity,1.0
2879,MTI Partners,HarbourVest Partners,2.0
2880,MTI Partners,Hermes Fund Managers,1.0
2881,MTI Partners,IBM Personal Pension Plan	,2.0
2882,MTI Partners,Innotech Investments,1.0
2883,MTI Partners,Lancashire County Council Pension Fund	,2.0
2884,MTI Partners,Lehman Brothers,2.0
2885,MTI Partners,Lexington Partners	,1.0
2886,MTI Partners,Lucent Technologies Master Pension Trust,1.0
2887,MTI Partners,Merseyside Pension Fund	,3.0
2888,MTI Partners,Natwest Pension Trustees,1.0
2889,MTI Partners,Neuberger Berman,2.0
2890,MTI Partners,Nortrust Nominees	,1.0
2891,MTI Partners,Pantheon International	,2.0
2892,MTI Partners,Pantheon Ventures	,3.0
2893,MTI Partners,Pensman Nominees	,1.0
2894,MTI Partners,RL360 Life Insurance Company,2.0
2895,MTI Partners,Royal & Sun Alliance Reinsurance,1.0
2896,MTI Partners,SBC Master Pension Trust	,1.0
2897,MTI Partners,Siemens Benefits Scheme	,1.0
2898,MTI Partners,Stanhope Pension Trust	,1.0
2899,MTI Partners,The ERA Foundation	,
2900,MTI Partners,TI Employees Pension Plan	,1.0
2901,MTI Partners,Unilever UK Pension Fund,1.0
2902,MTI Partners,West Midlands Pension Fund	,2.0
2903,MTI Partners,Wolverhampton Borough Council	 ,2.0
2904,Mucker Capital,Accolade Partners,
2905,Mucker Capital,Cendana Capital,2.0
2906,Mucker Capital,Employees Pension Plan of Battelle Memorial Institute,1.0
2907,Mucker Capital,Surdna Foundation,2.0
2908,Mucker Capital,TIFF Investment Management,2.0
2909,Murphree Venture Partners,City of Grand Rapids Police and Fire Retirement System,1.0
2910,Murphree Venture Partners,Firefighters' Retirement System of Louisiana	,1.0
2911,Murphree Venture Partners,Invesco,1.0
2912,Murphree Venture Partners,John Hancock Financial Services,1.0
2913,Murphree Venture Partners,Kimbell Art Foundation,1.0
2914,Murphree Venture Partners,New Mexico State Investment Council	,2.0
2915,Murphree Venture Partners,New Orleans Fire Fighters' Pension and Relief Fund	,1.0
2916,Murphree Venture Partners,Prudential Financial,1.0
2917,Murphree Venture Partners,The Heinz Endowments,1.0
2918,Murphree Venture Partners,The Prudential Insurance Company of America	,3.0
2919,Nashville Capital Network,Joe C. Davis Foundation	,1.0
2920,NDI Capital,Ohio Third Frontier	,1.0
2921,Nebraska Global,Capricorn Investment Group,1.0
2922,Nebraska Global,University of Nebraska Foundation	,1.0
2923,Neo Innovation,Cendana Capital,
2924,New Brunswick Innovation Foundation,Vestcor Investment Management Corporation	,1.0
2925,New Horizons Venture Capital,ALPS Corporation,1.0
2926,Newark Venture Partners,Audible,2.0
2927,Newark Venture Partners,Dun & Bradstreet Credibility 401(k) Plan,1.0
2928,Newark Venture Partners,Fidelco Realty Group	,2.0
2929,Newark Venture Partners,New Jersey Economic Development Authority,2.0
2930,Newark Venture Partners,Prudential Financial	,2.0
2931,Newark Venture Partners,RosePaul Ventures	,
2932,Newbury Ventures,ACG Capital,
2933,Newbury Ventures,AllianceBernstein,1.0
2934,Newbury Ventures,Allianz Capital Partners,1.0
2935,Newbury Ventures,Baxter International,1.0
2936,Newbury Ventures,Baxter International And Subsidiaries Pension Plan	,2.0
2937,Newbury Ventures,Baxter International and Subsidiaries Pension Trust General Trust Account	,2.0
2938,Newbury Ventures,Caisse de d¨¦p?t et placement du Qu¨¦bec	,1.0
2939,Newbury Ventures,Grable Foundation,2.0
2940,Newbury Ventures,Johnson & Johnson 401(K) Profit Sharing Plan and Trust,1.0
2941,Newbury Ventures,ODDO BHF Group,1.0
2942,Newbury Ventures,Pension Plan For Employees of Givaudan	,1.0
2943,Newbury Ventures,Private Equity Holding,3.0
2944,Newbury Ventures,Regenstrief Foundation	,
2945,Newbury Ventures,Retirement Plan for Employees of Diversey	,1.0
2946,Newbury Ventures,S.C. Johnson & Son Employees Deferred Profit Sharing and Savings Plan,1.0
2947,Newbury Ventures,Silicon Valley Bank,
2948,Newbury Ventures,The Hearst Corporation Retirement Plan	,1.0
2949,Newbury Ventures,The Hearst Foundations,1.0
2950,Newbury Ventures,UNC Management Company	,1.0
2951,Newbury Ventures,Vontobel Holding,1.0
2952,Newlin Capital Partners,Ann Arbor Area Community Foundation,1.0
2953,Newlin Capital Partners,Iowa West Foundation	,3.0
2954,Newlin Capital Partners,Robert Wood Johnson Foundation,4.0
2955,Newlin Capital Partners,Rollins College Endowment,1.0
2956,Newlin Capital Partners,The Community Foundation for Northeast Florida,1.0
2957,Newlin Capital Partners,The Nemours Foundation Pension Plan,2.0
2958,Newlin Capital Partners,Thomas B. Fordham Institute	,1.0
2959,Newlin Capital Partners,University of Houston System Endowment,2.0
2960,Newport Private Wealth,Asian Developmen,1.0
2961,NewSchools Venture Fund,Tugboat Group,
2962,NewSouth Capital Management,Flinn Foundation,1.0
2963,Next Frontier Capital,Goodworks Ventures,
2964,Next Frontier Capital,University of Montana Foundation,2.0
2965,Next Wave Funds,Prospect Hill Foundation,1.0
2966,Next Wave Impact,Alicia Robb,1.0
2967,Next Wave Impact,ImpactAssets,1.0
2968,Nexus Life Science Partners,Capital E Group,1.0
2969,Nexus Life Science Partners,Glouston Capital Partners,
2970,Nexus Life Science Partners,VCM Capital Management,1.0
2971,Nomura Private Equity Capital,Mashreq Bank,1.0
2972,Nomura Private Equity Capital,Pearl Assurance,1.0
2973,Nomura Private Equity Capital,State Street Bank,1.0
2974,Nomura Private Equity Capital,Uberior Investments	,1.0
2975,North American funds,John D. and Catherine T. MacArthur Foundation,1.0
2976,North American funds,SBC Master Pension Trust,2.0
2977,North American funds,University of Texas Investment Management Company	,2.0
2978,North Coast Technology Investors,David & Carol Myers Foundation	,3.0
2979,North Coast Technology Investors,Rollin M. Gerstacker Foundation	,1.0
2980,North Coast Technology Investors,The Herbert H. and Grace A. Dow Foundation,3.0
2981,North Hill Ventures,Capital One Financial,
2982,Northwest Technology Ventures,Oregon Public Employees Retirement System	,1.0
2983,Notation Capital,Accolade Partners	,1.0
2984,Notation Capital,Bodley Group,2.0
2985,Notation Capital,Cendana Capital,1.0
2986,Notation Capital,SAP,2.0
2987,Notation Capital,Sapphire Ventures,1.0
2988,Novitas Capital,Invesco,2.0
2989,Novitas Capital,Pennsylvania Public School Employees Retirement System	,2.0
2990,Novitas Capital,Pennsylvania State Employees' Retirement System	,2.0
2991,Novitas Capital,Philadelphia Board of Pensions and Retirement	,1.0
2992,Novitas Capital,Philadelphia Municipal Retirement System	,1.0
2993,Novitas Capital,Safeguard Scientifics	,1.0
2994,Novitas Capital,Suffolk County Council Pension Fund	,1.0
2995,Novitas Capital,West Virginia Economic Development Authority,1.0
2996,Ocean Tomo,Perot Investments	,1.0
2997,OCV Partners,Ziff Davis,1.0
2998,Ohio Innovation Fund,BP Master Trust For Employee Pension Plans	,1.0
2999,Ohio Innovation Fund,Eaton Master Retirement Trust,1.0
3000,Ohio Innovation Fund,Ohio University Foundation	,
3001,Ohio Innovation Fund,State Teachers Retirement System of Ohio	,1.0
3002,Ohio Tech Angels,Ohio Third Frontier,1.0
3003,Ohio Tech Angels,State Teachers Retirement System of Ohio	,1.0
3004,Ohio Tech Angels,The Turner Foundation	,1.0
3005,Okapi Venture Capital,ACP Investment Group	,
3006,Okapi Venture Capital,General Motors Investment Management Corporation,
3007,Okapi Venture Capital,Kansas Public Employees Retirement System,
3008,Okapi Venture Capital,Lehman Brothers	,
3009,Okapi Venture Capital,Memorial Sloan Kettering Cancer Center	,
3010,Okapi Venture Capital,Portfolio Advisors	,
3011,Okapi Venture Capital,Sea Purity Investments	,
3012,Okapi Venture Capital,Wilshire Associates	,
3013,OKR Financial,Keiretsu Forum	,
3014,OMX Ventures,Korys Investments	,
3015,OMX Ventures,Noshaq,
3016,Open Prairie Ventures,HarbourVest Partners	,1.0
3017,Open Prairie Ventures,Illinois State Treasurer,1.0
3018,Open Prairie Ventures,KBA Partners,1.0
3019,Open Prairie Ventures,Nueterra Capital	,1.0
3020,Orchestra Medical Ventures,DSM Venturing,
3021,Orchestra Medical Ventures,Forbion,
3022,Orchestra Medical Ventures,Peierls Foundation	,2.0
3023,Originate Ventures,PPL Services Corporation Master Trust,1.0
3024,Orox Capital Management,George Kaiser Family Foundation	,1.0
3025,Osage Venture Partners,LA84 Foundation,
3026,Osage Venture Partners,New Jersey Economic Development Authority	,2.0
3027,Osage Venture Partners,Pennsylvania Department of Community and Economic Development,2.0
3028,Osage Venture Partners,Robert Wood Johnson Foundation	,
3029,Overline,Cox Enterprises,2.0
3030,Overline,David Cummings	 ,2.0
3031,Overline,Georgia Tech Foundation	,2.0
3032,Overline,Hallett Capital,1.0
3033,Overline,MailChimp,2.0
3034,Pace Capital,Employees' Retirement Plan of Duke University,1.0
3035,Pace Capital,Greenspring Associates,
3036,Pacific Community Ventures,California Public Employees' Retirement System,3.0
3037,Pacific Community Ventures,California State Teachers' Retirement System,
3038,Pacific Community Ventures,Golden State Investment Fund,1.0
3039,Pacific Community Ventures,Hamilton Lane	,1.0
3040,Pacific Community Ventures,HarbourVest Horizon	,1.0
3041,Pacific Community Ventures,Kapor Center for Social Impact	,1.0
3042,Pacific Community Ventures,Rockefeller Foundation,1.0
3043,Pacific Community Ventures,The Community Development Venture Capital Alliance,1.0
3044,Pacific Community Ventures,The Swartz Foundation Ua 110594,1.0
3045,Palisades Growth Capital,Joseph S. & Diane H. Steinberg 1992 Charitable Trust,1.0
3046,Palladin Consumer Retail Partners,Allstate Insurance Company,1.0
3047,Palladin Consumer Retail Partners,Allstate Life Insurance Company	,1.0
3048,Palladin Consumer Retail Partners,Allstate Plans' Master Trust	,1.0
3049,Palladin Consumer Retail Partners,Allstate Retirement Plan	,
3050,Palladin Consumer Retail Partners,PA Capital,1.0
3051,Palladin Consumer Retail Partners,Varma Mutual Pension Insurance Company,1.0
3052,Pan Pacific Capital,National Development Fund of Taiwan	,1.0
3053,Pan Pacific Capital,NZ Growth Capital Partners	,1.0
3054,Pascal Levensohn,The Gideon Hixon Fund,
3055,Patamar Capital,Crystal Springs Foundation,1.0
3056,PC Capital,Corporaci¨®n Andina de Fomento,1.0
3057,PC Capital,Fondo de Fondos	,2.0
3058,PC Capital,IDB Lab,1.0
3059,PC Capital,Inter-American Development Bank	,1.0
3060,PC Capital,International Finance Corporation	,2.0
3061,PC Capital,PineBridge Investments,1.0
3062,PEI Funds,Austin Fire Fighters Relief & Retirement Fund,1.0
3063,PEI Funds,Bethesda Retirement Plan	,1.0
3064,PEI Funds,Edgerton Foundation	,11.0
3065,PEI Funds,Exelon Corp Pension Master Trust-Pepco	,1.0
3066,PEI Funds,Exelon Corp Pension Master Trust - PE PECO	,1.0
3067,PEI Funds,Hatteras Funds	,2.0
3068,PEI Funds,ITT Salaried Retirement Plan	,1.0
3069,PEI Funds,L3Harris Pension Master Trust,2.0
3070,PEI Funds,Leland Fikes Foundation	,2.0
3071,PEI Funds,Pepco Holdings Retirement Plan,1.0
3072,PEI Funds,Texas Tech University System Endowment	,1.0
3073,PEI Funds,Town of Palm Beach Firefighters' Retirement System,1.0
3074,PEI Funds,Town of Palm Beach Other Post Employment Benefit,1.0
3075,PEI Funds,Town of Palm Beach Retirement System	,1.0
3076,PEI Funds,TriHealth Retirement Plan	,1.0
3077,PEI Funds,Vulcan Materials Master Pension Trust Fund	,2.0
3078,Peninsula Ventures,Crown Cork & Seal Company Master Retirement,1.0
3079,Peninsula Ventures,Public Safety Personnel Retirement System of the State of Arizona	,1.0
3080,Pennell Venture Partners,Pacific Life & Annuity Company,1.0
3081,Pennell Venture Partners,Pacific Life Insurance,1.0
3082,Perennial Capital Advisors,Bridgewater College Endowment,1.0
3083,Perennial Capital Advisors,Edyth Bush Charitable Foundation,1.0
3084,Perennial Capital Advisors,The David and Barbara B. Hirschhorn Foundation,1.0
3085,Perennial Capital Advisors,Union de Tronquistas de Puerto Rico Local 901 - Pension Plan,1.0
3086,Pipeline Capital Partners,Cowles Company	,
3087,Pittsburgh Life Sciences Greenhouse,Allegheny County Retirement System	,1.0
3088,Pivot Investment Partners,Chazen Capital Partners	,
3089,Pond Venture Partners,Azini Capital Partners	,1.0
3090,Pond Venture Partners,California State Teachers' Retirement System,1.0
3091,Pond Venture Partners,Control Investments (Jersey)	,1.0
3092,Pond Venture Partners,DeA Capital,1.0
3093,Pond Venture Partners,European Investment Fund	,1.0
3094,Pond Venture Partners,HarbourVest Partners	,1.0
3095,Pond Venture Partners,Innotech Investments	,1.0
3096,Pond Venture Partners,Intentia Vinstandelsstiftelse	,1.0
3097,Pond Venture Partners,Irish Bank Resolution Corporation	,1.0
3098,Pond Venture Partners,Muirfield Invest	,1.0
3099,Pond Venture Partners,Nordea Bank,1.0
3100,Pond Venture Partners,Pictet,1.0
3101,Pond Venture Partners,Proventure Ltd.	,1.0
3102,Pond Venture Partners,Pushkin,1.0
3103,Pond Venture Partners,Valinco Investments,1.0
3104,Pond Venture Partners,VCM Capital Management	,1.0
3105,Ponoi Capital,Hartford HealthCare Corporation Defined Benefit Master Trust Agreement,1.0
3106,Ponoi Capital,Oklahoma State Regents for Higher Education Endowment	,1.0
3107,Ponoi Capital,Texas County & District Retirement System	,1.0
3108,Poplar Ventures,Chris Joseph,1.0
3109,Poplar Ventures,Chris Schremser,1.0
3110,Poplar Ventures,Doug Smith,1.0
3111,Poplar Ventures,Gregory Langdon	,1.0
3112,Poplar Ventures,Jim Lacy,1.0
3113,Poplar Ventures,Michael Davis,1.0
3114,Poplar Ventures,Vik Chadha,1.0
3115,Post Road Group,Illinois State Board of Investment	,1.0
3116,Post Road Group,Montgomery County (MD) Employees' Retirement System	,1.0
3117,Potomac Wealth Management,Local 338 Retirement Fund,1.0
3118,Potomac Wealth Management,National Electrical Benefit Fund,1.0
3119,Potomac Wealth Management,"UNITED ASSN FULL-TIME SAL OFF & EMP OF LOCL UNIONS COUNCILS, ST & PROV PEN PLAN	",1.0
3120,Potomac Wealth Management,United Association National Pension Fund	,2.0
3121,PrairieGold Venture Partners,Glacial Lakes Capital	,
3122,Preface Ventures,Plexo Capital,1.0
3123,Presidio Partners,3M Employee Retirement Income Plan,2.0
3124,Presidio Partners,3M Retiree Welfare Benefit Plan,1.0
3125,Presidio Partners,Alfred duPont Charitable Trust	,1.0
3126,Presidio Partners,American General Life Insurance Company	,1.0
3127,Presidio Partners,American International Group Retirement Plan	,1.0
3128,Presidio Partners,Arizona State Retirement System	,1.0
3129,Presidio Partners,Baxter International	,2.0
3130,Presidio Partners,Baxter International And Subsidiaries Pension Master Trust	,1.0
3131,Presidio Partners,Baxter International And Subsidiaries Pension Plan	,2.0
3132,Presidio Partners,Baxter International and Subsidiaries Pension Trust General Trust Account	,2.0
3133,Presidio Partners,Central Pension Fund of the IUOE & Participating Employers,1.0
3134,Presidio Partners,Chevron Technology Ventures	,
3135,Presidio Partners,Colorado Public Employees' Retirement Association	,2.0
3136,Presidio Partners,Dow,1.0
3137,Presidio Partners,Dow Employees' Pension Plan	,2.0
3138,Presidio Partners,Dow Venture Capital,1.0
3139,Presidio Partners,Eli Lilly,
3140,Presidio Partners,Ford,
3141,Presidio Partners,Ford Motor Company Master Trust Fund,2.0
3142,Presidio Partners,Ford Motor Company Trust Fund Private Equity	,4.0
3143,Presidio Partners,Guardian Life Insurance Company of America,1.0
3144,Presidio Partners,Housatonic Partners,
3145,Presidio Partners,Jacobs Capital Group,
3146,Presidio Partners,John D. and Catherine T. MacArthur Foundation	,4.0
3147,Presidio Partners,Michigan Department of Treasury,2.0
3148,Presidio Partners,National Railroad Retirement Investment Trust,2.0
3149,Presidio Partners,Nationwide Mutual Insurance Company	,1.0
3150,Presidio Partners,Nebraska Investment Council	,1.0
3151,Presidio Partners,Ohio Public Employees Retirement System,1.0
3152,Presidio Partners,Omaha School Employees' Retirement System,1.0
3153,Presidio Partners,Reiman Foundation,1.0
3154,Presidio Partners,Sanofi,1.0
3155,Presidio Partners,The Priem Family Foundation	,2.0
3156,Presidio Partners,The Roche Retirement Plan,2.0
3157,Presidio Partners,Union Carbide Employees' Pension Plan	,2.0
3158,Primetime Partners,Kevin Durant,1.0
3159,Progress Partners,Jean Hammond,
3160,Promus Ventures,Banque Internationale ¨¤ Luxembourg	,1.0
3161,Promus Ventures,BNP Paribas,1.0
3162,Promus Ventures,European Investment Fund	,1.0
3163,Promus Ventures,Government of Luxembourg	,1.0
3164,Promus Ventures,Peninsula Open Space Trust	,1.0
3165,Promus Ventures,Red Devil Investors,1.0
3166,Promus Ventures,SES,1.0
3167,Promus Ventures,Societe Nationale de Credit Et D'Investissement,1.0
3168,Prototype Capital,Dan Beldy,
3169,Queen City Angels,Fort Washington Capital Partners,1.0
3170,Queen City Angels,Interact for Health,1.0
3171,Queen City Angels,Ohio Third Frontier,2.0
3172,Queen City Angels,The Ohio Capital Fund,1.0
3173,QueensBridge Venture Partners,Michael Katz,
3174,Radius Ventures,Charles Stewart Mott Foundation,1.0
3175,Radius Ventures,Overbrook Foundation	,2.0
3176,Radius Ventures,RWB Private Capital Emissionshaus,1.0
3177,Radius Ventures,The Ohio Capital Fund	,1.0
3178,Raven Indigenous Capital Partners,TELUS Corporation Pension Fund,1.0
3179,RCH Capital,United Property & Casualty Insurance Company	,1.0
3180,Red Mountain Capital Partners,California State Teachers' Retirement System	,
3181,Red Mountain Capital Partners,J. Paul Getty Trust,1.0
3182,Red Mountain Capital Partners,L3Harris Pension Master Trust,1.0
3183,Red Mountain Capital Partners,Variable Annuity Life Insurance Company,1.0
3184,Red Mountain Capital Partners,Western National Life Insurance Company	,1.0
3185,Refinery Ventures,Cintrifuse,1.0
3186,Refinery Ventures,Great American Life Insurance,1.0
3187,Refinery Ventures,The Cleveland Foundation	,1.0
3188,Refinery Ventures,The Western and Southern Life Insurance Company	,1.0
3189,Relevance Ventures,Christian Education Charitable Trust,1.0
3190,Remiges Ventures,Taiho Pharmaceutical Company	,2.0
3191,Research Triangle Ventures,Curi,1.0
3192,Research Triangle Ventures,Pappas Capital,
3193,Resolve Growth Partners,California Public Employees' Retirement System	,1.0
3194,Resolve Growth Partners,Los Angeles Fire and Police Pension System,2.0
3195,Resolve Growth Partners,South Carolina Retirement System Investment Commission	,1.0
3196,Rev1 Ventures,AEP Ohio,1.0
3197,Rev1 Ventures,Cardinal Health,1.0
3198,Rev1 Ventures,Columbus Foundation and Affiliated Organizations,1.0
3199,Rev1 Ventures,Crane Group,1.0
3200,Rev1 Ventures,Huntington National Bank	,
3201,Rev1 Ventures,IGS Energy,1.0
3202,Rev1 Ventures,Nationwide Mutual Insurance Company	,1.0
3203,Rev1 Ventures,OhioHealth Foundation	,1.0
3204,Rev1 Ventures,Ohio Third Frontier	,3.0
3205,Rev1 Ventures,State Teachers Retirement System of Ohio	,1.0
3206,Rev1 Ventures,The Dispatch Printing Company,1.0
3207,Rev1 Ventures,The Ohio State University Endowment,4.0
3208,Rev1 Ventures,The Turner Foundation,1.0
3209,Rev1 Ventures,Worthington Industries	,1.0
3210,RevTech Ventures,Inasmuch Foundation,1.0
3211,Rewired,Cascade Global,1.0
3212,Rewired,Kohli Ventures,1.0
3213,Rittenhouse Ventures,Ben Franklin Technology Partner of Southeastern Pennsylvania	,2.0
3214,Rittenhouse Ventures,Emerald Asset Management	,1.0
3215,Rittenhouse Ventures,Pennsylvania Department of Community and Economic Development	,1.0
3216,Rittenhouse Ventures,Strattech Partners,
3217,RLJ Credit,Trinity Universal Insurance Company	,1.0
3218,Rocana Ventures,Passport Foundation	,1.0
3219,Rock Creek Capital,Bell Atlantic Master Trust,1.0
3220,Rock Creek Capital,BellSouth,1.0
3221,Rock Creek Capital,Illinois State Board of Investment	,
3222,Rock Creek Capital,New Jersey Division of Investment,1.0
3223,Rock Creek Capital,SBC Master Pension Trust,1.0
3224,Rock Creek Capital,The United Food and Commercial Workers International Union Pension Plan for Employees	,1.0
3225,Rock Health,Bessemer Venture Partners	,1.0
3226,Rock Health,Catherine Chang,
3227,Rock Health,David Beyer,
3228,Rock Health,Flare Capital Partners,
3229,Rock Health,Great Oaks Venture Capital,1.0
3230,Rock Health,Kaiser Permanente Ventures	,1.0
3231,Rock Health,Kleiner Perkins,1.0
3232,Rock Health,McKesson Ventures,
3233,Rock Health,New Enterprise Associates	,
3234,Rock Health,Stephen Case,
3235,Rock Health,Xfund,
3236,Rock River Capital Partners,Lancaster Investments,1.0
3237,Romulus Capital,Samberg Family Foundation,1.0
3238,Roser Ventures,University of Colorado Foundation	,1.0
3239,ROTH Capital Partners,Cruttenden Partners	,
3240,Rothenberg Ventures,Draper Fisher Jurvetson Management	,1.0
3241,Rothenberg Ventures,Lee Linden,
3242,Rothenberg Ventures,Mark Mullen,
3243,Rothenberg Ventures,Paul Grossinger,
3244,Rothenberg Ventures,Rick Marini,
3245,Rothenberg Ventures,Timothy Draper,
3246,Rothenberg Ventures,Wayne Chang,
3247,RSF Social Finance,Armonia,
3248,RSF Social Finance,Goodworks Ventures,
3249,RSF Social Finance,KL Felicitas Foundation	,1.0
3250,RSF Social Finance,Pi Investments,
3251,Rubicon Venture Capital,3M Employee Retirement Income Plan,1.0
3252,RWI Ventures,Minnesota State Board of Investment	,2.0
3253,RWI Ventures,St. Paul Teachers' Retirement Fund Association,2.0
3254,RWI Ventures,Utah Capital Investment,1.0
3255,RWI Ventures,Weeden Foundation	,4.0
3256,SaaS Capital,Concentric Equity Partners,
3257,Safer Made,ImpactAssets,1.0
3258,SAIL Capital Partners,Austin Police Retirement System	,3.0
3259,SAIL Capital Partners,Firefighters' Retirement System of Louisiana	,3.0
3260,SAIL Capital Partners,Los Angeles Fire and Police Pension System	,1.0
3261,SAIL Capital Partners,New Orleans Fire Fighters' Pension and Relief Fund,2.0
3262,SAIL Capital Partners,V. Kann Rasmussen Foundation	,2.0
3263,Salem Investment Partners,N.C. Small Business Credit Initiative	,
3264,Samsung Catalyst Fund,Consolidated Edison Retirement Plan	,1.0
3265,Samsung Catalyst Fund,Finnish Fund for Industrial Cooperation,1.0
3266,Sawari Ventures,British International Investment,1.0
3267,Sawari Ventures,Commercial International Bank,
3268,Sawari Ventures,European Investment Bank	,1.0
3269,Sawari Ventures,Naguib Sawiris,1.0
3270,Sawari Ventures,National Bank of Egypt	,1.0
3271,Sawari Ventures,Netherlands Enterprise Agency	,1.0
3272,Sawari Ventures,Proparco,1.0
3273,ScaleUP Ventures,BDC Capital,
3274,ScaleUP Ventures,Ontario Retirement Pension Plan,1.0
3275,ScaleUP Ventures,TELUS Ventures,1.0
3276,Science Center,City of Phoenix Employees Retirement System,1.0
3277,Science Center,Fort Worth Employees' Retirement Fund	,1.0
3278,Science Center,Retirement Security Plan	,1.0
3279,Science Center,Wyoming State Loan and Investment Board	,1.0
3280,Sciens Capital Management,Alaska Retirement Management Board	,1.0
3281,Sciens Capital Management,BJC Pension Plan,3.0
3282,Sciens Capital Management,Centurylink Defined Benefit Master Trust,1.0
3283,Sciens Capital Management,CenturyLink Investment Management	,1.0
3284,Sciens Capital Management,Colorado Public Employees' Retirement Association	,1.0
3285,Sciens Capital Management,Florida State Board of Administration	,2.0
3286,Sciens Capital Management,Hartford HealthCare Corporation Defined Benefit Master Trust Agreement	,3.0
3287,Sciens Capital Management,Missouri Department of Transportation and Highway Patrol Employees' Retirement System	,2.0
3288,Sciens Capital Management,New York State Common Retirement Fund	,1.0
3289,Sciens Capital Management,Pennsylvania Public School Employees Retirement System	,2.0
3290,Sciens Capital Management,State Teachers Retirement System of Ohio	,2.0
3291,Sciens Capital Management,The Carlyle Group	,1.0
3292,Sciens Capital Management,West Midlands Pension Fund,2.0
3293,Sciens Capital Management,West Yorkshire Pension Fund	,2.0
3294,Scout Ventures,Bodley Group,
3295,Scout Ventures,Gokul Rajaram,
3296,Scout Ventures,New Mexico State Investment Council	,1.0
3297,SCP Vitalife Partners,Hamilton Lane,1.0
3298,SCP Vitalife Partners,Israel Discount Bank	,1.0
3299,SCP Vitalife Partners,Massachusetts Pension Reserves Investment Trust	,1.0
3300,SCP Vitalife Partners,New York City Board of Education Retirement System	,1.0
3301,SCP Vitalife Partners,New York City Employees' Retirement System	,1.0
3302,SCP Vitalife Partners,New York City Fire Department Pension Fund	,1.0
3303,SCP Vitalife Partners,New York City Police Pension Fund	,1.0
3304,SCP Vitalife Partners,New York State Common Retirement Fund	,1.0
3305,SCP Vitalife Partners,SCP Partners,
3306,SCP Vitalife Partners,Teachers' Retirement System of the City of New York	,1.0
3307,Scrum Ventures,Nihon Unisys,1.0
3308,Scrum Ventures,Yusuke Asakura,
3309,Selby Ventures,Employers Insurance Company of Wausau,1.0
3310,Selby Ventures,Liberty Insurance Corporation,1.0
3311,Selby Ventures,Liberty Mutual Fire Insurance Company	,1.0
3312,Selby Ventures,Liberty Mutual Insurance Company,1.0
3313,Selby Ventures,Lincoln Life Assurance Company of Boston	,1.0
3314,Selby Ventures,Peerless Insurance Company,1.0
3315,Seneca Partners,Ohio Bureau of Workers' Compensation Fund,1.0
3316,Seven Peaks Ventures,Avidbank,1.0
3317,Seven Peaks Ventures,Bend Foundation,2.0
3318,Seven Peaks Ventures,Bend Research	,1.0
3319,Seven Peaks Ventures,Oregon Community Foundation	,1.0
3320,Seven Peaks Ventures,Oregon Growth Board,2.0
3321,Seven Peaks Ventures,Oregon Investment Council	,1.0
3322,Seven Peaks Ventures,Oregon State University Foundation	,1.0
3323,SGI Frontier Capital,British International Investment	,1.0
3324,SGI Frontier Capital,DEG,1.0
3325,SGI Frontier Capital,Find Us Faithful Foundation	,1.0
3326,SGI Frontier Capital,Finnish Fund for Industrial Cooperation	,1.0
3327,Shea Ventures,Hallador Investment Advisors	,2.0
3328,Shea Ventures,Intuitive Venture Partners	,1.0
3329,Shenzhen Sangel Venture Capital,Jiangsu Jincai Investment	,1.0
3330,Shenzhen Sangel Venture Capital,SDIC Unity Capital,2.0
3331,Shenzhen Sangel Venture Capital,Zhejiang Provincial Financial Holdings	,1.0
3332,Shepard Fairey,Colorado Public Employees' Retirement Association,1.0
3333,Sherborne Investors,Ampex Retirement Master Trust,1.0
3334,Sherborne Investors,Omicron Capital,
3335,Sherborne Investors,Westfield UK Trustee	,1.0
3336,Sherbrooke Capital,Amherst H. Wilder Foundation Retirement Plan	,1.0
3337,Sherbrooke Capital,British Airways Pension Investment Management,1.0
3338,Sherbrooke Capital,DSM Venturing,
3339,Sherbrooke Capital,General Mills Group Trust - Pooled Private Equity Fund	,1.0
3340,Sherbrooke Capital,Massachusetts Pension Reserves Investment Trust	,1.0
3341,Sherbrooke Capital,Prudential Financial	,1.0
3342,Sherbrooke Capital,University of Richmond Endowment	,1.0
3343,SightLine Partners,Bank of America,2.0
3344,SightLine Partners,FM Global,4.0
3345,SightLine Partners,Incline Equity Partners	,3.0
3346,SightLine Partners,Minnesota State Board of Investment	,3.0
3347,SightLine Partners,NG DB MT Alternative Investments Fund	,1.0
3348,SightLine Partners,Northrop Grumman Pension Plan	,1.0
3349,SightLine Partners,Nuclear Electric Insurance	,3.0
3350,SightLine Partners,Ohio Public Employees Retirement System	,1.0
3351,SightLine Partners,Private Equity Holding	,1.0
3352,SightLine Partners,Vontobel Holding,1.0
3353,SightLine Partners,Wallace H. Coulter Foundation,1.0
3354,Silver Creek Ventures,Bright Horizon Foundation	,1.0
3355,Silver Creek Ventures,Delta Master Trust	,4.0
3356,Silver Creek Ventures,Delta Retirement Plan	,3.0
3357,Silver Creek Ventures,Delta State University Foundation	,
3358,Silver Creek Ventures,Dimensions Health Corporation Pension Plan	,1.0
3359,Silver Creek Ventures,Helis Foundation,1.0
