investor_id,investor_name,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry_1,preferred_industry_2,primary_investor_type,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments
2826,SteelSky Ventures,19,,1,72.00,29.27,Later Stage VC,32.57,9.57,Venture Capital,18,13,11,7,17,2,72.00,Healthcare Devices and Supplies,Healthcare Technology Systems,Venture Capital,72,72,72,,18,13,11,5,17,2,19
2827,Stelac Capital Partners,42,,,213.00,,Early Stage VC,,10.00,Venture Capital,9,6,3,2,22,21,,Commercial Services,Healthcare,Growth/Expansion,,,,,9,6,3,,22,21,42
2828,Stella Maris Partners,54,,4,61.00,,Mezzanine,,9.70,Debt,24,11,2,1,23,11,30.6,Communications and Networking,Education and Training Services (B2B),Venture Capital,30.6,12.55,5.5,4,22,8,2,,23,11,54
2829,Stiefel Family Foundation,1,,,0.01,,Early Stage VC,7.22,3.16,Venture Capital,,,,,1,,,Energy Services,Other Financial Services,Limited Partner,,,,,,,,,,,1
2830,StoneCreek Capital,34,,1,61.00,0.00,PE Growth/Expansion,"1,763.22",221.33,Private Equity,7,2,,,6,18,61.00,Aerospace and Defense,Commercial Services,PE/Buyout,61,61,61,,7,,,,6,18,34
2831,Stoneshire Berkeley,2,,,1.00,,Buyout/LBO,0.25,0.25,Private Equity,2,1,,,2,,,Consumer Products and Services (B2C),Energy,Venture Capital,,,,,2,,,,2,,2
2832,Stonetree Capital Advisors,,,4,51.83,10.48,,,,,,,,,,,51.60,,,Fund of Funds,325,135.8,38.2,4,,,,,,,
2833,Stony Lonesome Group,44,,3,5.00,1.38,Later Stage VC,,,Venture Capital,27,16,12,4,34,7,6.37,Commercial Products,Healthcare Devices and Supplies,Merchant Banking Firm,6.37,2,1,3,26,16,9,3,34,7,44
2834,Stout Street Capital,67,,2,30.00,3.91,Seed Round,7.80,2.80,Venture Capital,59,17,6,5,48,13,10.00,Commercial Services,Software,Venture Capital,10,10,10,2,55,17,6,2,48,13,67
2835,StraightPath Venture Partners,21,,6,52.00,20.40,Secondary Transaction,,7.80,Venture Capital,20,8,7,,10,9,1.00,Commercial Banks,Commercial Transportation,Secondary Buyer,15,11.5,1,6,20,8,5,,10,9,21
2836,Strategic Holdings,2,,2,66.00,0.00,Joint Venture,1.00,1.00,Other,,,,,,1,66,Consumer Non-Durables,Retail,Real Estate,66,33,0.01,2,,,,,,,2
2837,Strathdon Investments,6,,,2.77,,Early Stage VC,,0.89,Venture Capital,,,,,,3,,Business Products and Services (B2B),Computer Hardware,Venture Capital,,,,,,,,,,3,6
2838,Stratim Capital,46,,6,96.00,6.20,Buyout/LBO,,,Private Equity,3,1,,,6,36,,Retail,Software,Secondary Buyer,63,18,15,6,,,,,6,36,46
2839,Stratminds VC,7,,1,100.00,33.30,Seed Round,,2.50,Venture Capital,7,6,4,2,6,,100,Business Products and Services (B2B),Information Technology,Venture Capital,100,100,100,,7,5,4,2,6,,7
2840,Striker Partners,17,,1,60.00,,Platform Creation,,,,4,1,,,5,9,60,Commercial Services,Education and Training Services (B2B),PE/Buyout,60,60,60,,4,,,,5,9,17
2841,Struck Capital,82,,2,150.00,30.00,Early Stage VC,,6.50,Venture Capital,54,21,10,4,44,17,75,Capital Markets/Institutions,Commercial Services,Venture Capital,75,53,31,2,51,21,9,3,44,17,82
2842,Structure Fund,24,,1,1.00,0.09,Early Stage VC,37.72,7.72,Venture Capital,1,,,,9,15,1.00,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,1,1,1,1,1,,,,9,15,24
2843,Studio VC,23,,2,20.00,8.04,Seed Round,,1.50,Venture Capital,16,9,7,3,15,7,15.00,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,15,9.81,4.62,2,16,9,5,3,15,7,23
2844,Stupski Foundation,1,,,167.21,,Grant,,1.70,Other,,,,,1,,,Services (Non-Financial),,Other,,,,,,,,,,,
2845,SugarOak,2,,1,3.00,0.00,Early Stage VC,,1.10,Venture Capital,,,,,,1,12.85,Software,,Real Estate,12.85,12.85,12.85,,,,,,,,2
2846,Summation Health Ventures,21,,1,100.00,4.00,Later Stage VC,267.00,45.00,Venture Capital,8,1,,,7,11,80,Healthcare Technology Systems,Software,Corporate Venture Capital,80,80,80,,8,,,,7,11,21
2847,SummerHaven Investment Management,,,1,129.37,0.00,,,,,,,,,,,182,,,Hedge Fund,182,182,182,,,,,,,,
2848,Summerhill Venture Partners,36,,1,189.60,0.00,Later Stage VC,,10.10,Venture Capital,1,,,,2,19,175,Software,,Venture Capital,175,175,175,,,,,,2,19,36
2849,Summit Agricultural Group,5,,7,192.30,101.90,Buyout/LBO,,,Private Equity,4,2,2,,3,1,87.97,Agriculture,Commercial Products,Real Estate,87.97,32.8,7.07,7,4,2,2,,3,1,5
2850,Summit Equity Investments,,,2,5.30,14.40,,,,,,,,,,,16.65,Real Estate Services (B2C),,Real Estate,16.65,11.19,5.72,2,,,,,,,
2851,SunBridge Capital Management,7,,1,90.00,,Later Stage VC,,20.00,Venture Capital,4,1,1,,4,1,90.00,Commercial Banks,Commercial Services,Growth/Expansion,90,90,90,,4,,,,4,,7
2852,SunFunder,1,,3,155.70,,Early Stage VC,,3.20,Venture Capital,,,,,1,,140,Exploration,Production and Refining,Lender/Debt Provider,140,15,0.68,3,,,,,,,
2853,Sunshine Charitable Foundation,1,,,168.47,,Early Stage VC,42.50,17.12,Venture Capital,,,,,,1,,Pharmaceuticals and Biotechnology,,Limited Partner,,,,,,,,,,1,1
2854,Super Ventures,19,,1,10.00,0.88,Later Stage VC,,,Venture Capital,12,8,5,3,15,3,10.00,Software,,Accelerator/Incubator,10,10,10,,12,8,4,3,15,3,19
2855,SuperAngel.Fund,5,,1,7.50,,Seed Round,,3.00,Venture Capital,5,5,5,4,5,,,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,10,10,10,,5,5,5,4,5,,5
2856,Supply Capital,,,,12.90,,,,,,,,,,,,,Business Products and Services (B2B),,PE/Buyout,,,,,,,,,,,
2857,Surgical Frontiers,4,,1,7.00,0.35,Accelerator/Incubator,,,Other,1,,,,2,3,7.00,Healthcare Devices and Supplies,Healthcare Services,Venture Capital,7,7,7,1,1,,,,2,3,4
2858,Susa Ventures,201,,8,215.00,171.50,Seed Round,,4.80,Venture Capital,138,76,47,25,103,32,250,Financial Services,Healthcare,Venture Capital,250,50,6.92,8,137,74,38,19,103,32,201
2859,Sustainable Conversion Ventures,11,,,40.00,,Later Stage VC,12.50,3.00,Venture Capital,3,,,,7,4,,Chemicals and Gases,,Venture Capital,,,,,3,,,,7,4,11
2860,Sustainable Growth Management,1,,2,219.97,11.63,PE Growth/Expansion,,101.70,Private Equity,1,1,1,,1,,66.68,Commercial Transportation,Energy Equipment,Other Private Equity,166.91,116.8,66.68,2,,,,,,,1
2861,Sustainable Income Capital Management,2,,,100.00,,Early Stage VC,4.85,1.35,Venture Capital,2,,,,1,,,Agriculture,Pharmaceuticals and Biotechnology,Growth/Expansion,,,,,2,,,,,,2
2862,Sustainable Technologies Fund,14,,1,63.79,10.04,Later Stage VC,750.00,100.00,Venture Capital,1,,,,1,12,73.64,Business Products and Services (B2B),Energy,Growth/Expansion,73.64,73.64,73.64,1,1,,,,1,12,14
2863,SustainVC,81,,6,38.75,11.32,Later Stage VC,,3.86,Venture Capital,28,15,7,4,25,21,26.7,Agriculture,Commercial Transportation,Venture Capital,26.7,2.6,1.5,6,27,14,5,3,25,21,81
2864,SVTech Ventures,80,,3,110.10,39.73,Later Stage VC,,4.00,Venture Capital,43,11,8,2,45,26,100,Computer Hardware,Healthcare,Venture Capital,100,48.1,18.45,3,41,10,6,,45,26,80
2865,SVG Ventures-THRIVE,130,,2,25.00,1.04,Early Stage VC,,,Venture Capital,85,32,13,2,79,20,6.00,Agriculture,Business Products and Services (B2B),Venture Capital,6,5.13,4.25,2,84,20,12,2,79,20,130
2866,Swan Venture Fund,18,,3,6.30,1.10,Early Stage VC,5.75,1.00,Venture Capital,14,7,3,,14,4,2.20,Software,,Angel Group,2.2,1.09,1,3,14,7,3,,14,4,18
2867,Swift Foundation,2,,,60.47,,Later Stage VC,,0.15,Venture Capital,2,1,,,2,,,,,Limited Partner,,,,,2,,,,2,,2
2868,Symmetric Capital,27,,1,202.00,11.68,Buyout/LBO,,,Private Equity,2,1,1,1,2,16,202.00,Software,,PE/Buyout,202,202,202,,2,,,,2,16,27
2869,Symmetry Investment Advisors,,,1,5.57,1.29,,,,,,,,,,,71.00,,,Secondary Buyer,71,71,71,,,,,,,,
2870,Syndicated Equities,,,3,5.22,,,,,,,,,,,,5.23,,,Real Estate,30.3,7.15,5.23,3,,,,,,,
2871,Synergy Life Science Partners,19,,1,143.00,0.00,Early Stage VC,27.60,23.10,Venture Capital,1,,,,2,11,143,Healthcare Devices and Supplies,,Corporate Venture Capital,143,143,143,,,,,,2,11,19
2872,Synetro Group,45,,,185.00,,Seed Round,10.00,2.00,Venture Capital,30,29,26,11,31,12,,Building Products,Commercial/Professional Insurance,Venture Capital,,,,,30,29,21,7,31,12,45
2873,T & T Retirement Plan Group Trust Fund,,,,203.83,,,,,,,,,,,,,,,Limited Partner,,,,,,,,,,,
2874,T1D Fund,37,,1,100.00,10.42,Early Stage VC,,,Venture Capital,36,20,8,2,21,8,60.00,Commercial Products,Consumer Products and Services (B2C),Venture Capital,60,60,60,,34,17,8,,21,8,37
2875,TA Ventures,205,,1,54.99,0.00,Seed Round,,0.40,Venture Capital,77,51,35,23,98,82,50.00,Software,,Venture Capital,50,50,50,,77,51,32,17,98,82,205
2876,Tactical Fund Advisors,,,,220.00,,,,,,,,,,,,,,,Hedge Fund,,,,,,,,,,,
2877,Taihill Venture,56,,2,20.00,4.00,Seed Round,,1.50,Venture Capital,53,22,14,8,50,3,10.00,Agriculture,Capital Markets/Institutions,Venture Capital,10,10,10,2,53,21,12,6,50,3,56
2878,Tallwave,10,,,13.15,,Seed Round,,3.51,Venture Capital,2,,,,3,3,,Healthcare Technology Systems,Software,Accelerator/Incubator,,,,,,,,,,,
2879,Talmage,,,3,70.57,0.00,,,,,,,,,,,191.75,Real Estate Services (B2C),,Real Estate,425,308.38,191.75,3,,,,,3,3,10
2880,Tamiami Angel Funds,45,,4,14.23,4.12,Later Stage VC,7.55,1.55,Venture Capital,24,6,2,1,20,13,4.35,Commercial Products,Commercial Services,Angel Group,5.7,4.38,1.2,4,23,6,,,20,13,45
2881,Tamra-Tacoma Capital Partners,5,,3,147.50,75.22,PE Growth/Expansion,,75.00,Private Equity,,,,,,4,23.50,Energy Equipment,Energy Services,PE/Buyout,75,49,23.5,3,,,,,,4,5
2882,Tandem Capital,108,,3,173.00,14.01,Early Stage VC,34.77,10.00,Venture Capital,30,1,,,30,51,100.00,Computer Hardware,Software,Venture Capital,100,59.02,33,3,29,,,,30,51,108
2883,Tandem Expansion fund,21,,1,237.08,,Later Stage VC,260.00,74.00,Venture Capital,1,1,,,6,11,284.33,Alternative Energy Equipment,Application Software,Growth/Expansion,284.33,284.33,284.33,,,,,,6,11,21
2884,Tandemlaunch,49,,3,56.27,,Early Stage VC,,,Venture Capital,23,8,4,1,26,7,30,Commercial Services,Consumer Durables,Accelerator/Incubator,30,11.21,9.8,3,22,8,4,,26,7,49
2885,Tangency Capital,,,,50.00,,,,,,,,,,,,,Capital Markets/Institutions,Commercial Banks,Hedge Fund,,,,,,,,,,,
2886,Tank Hill Ventures,4,,,12.00,,Later Stage VC,56.70,16.20,Venture Capital,3,,,,3,5,,Construction and Engineering,Education and Training Services (B2B),Venture Capital,,,,,3,,,,3,5,4
2887,Tara Health Foundation,3,,,72.16,,Later Stage VC,,4.00,Venture Capital,2,1,,,2,,,Healthcare Devices and Supplies,,Limited Partner,,,,,2,,,,2,,3
2888,Targeted Technology,26,,2,54.50,3.88,Later Stage VC,27.00,4.30,Venture Capital,3,,,,6,14,40.00,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,PE/Buyout,40,26,12,2,3,,,,6,14,26
2889,Tau Capital Group,4,,,200.00,,PE Growth/Expansion,,,Private Equity,1,1,1,1,2,2,,Commercial Services,Consumer Products and Services (B2C),PE/Buyout,,,,,,,,,2,2,4
2890,TauTona Group,1,,1,50.00,0.00,Buyout/LBO,,,Venture Capital,,,,,,,50,Pharmaceuticals and Biotechnology,,Venture Capital,50,50,50,,,,,,,1,
2891,Taver Capital Partners,24,,1,16.50,,Early Stage VC,,7.20,Venture Capital,21,4,2,1,11,8,16.50,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,16.5,16.5,16.5,,20,3,2,,11,8,24
2892,Taylor University Endowment,1,,,137.60,,Grant,,,Other,,,,,1,,,Retail,Software,Limited Partner,,,,,,,,,,,1
2893,TBLCapital,7,,1,50.00,6.24,Later Stage VC,,1.20,Venture Capital,,,,,1,4,50.00,Agriculture,Consumer Non-Durables,Venture Capital,50,50,50,,,,,,,4,7
2894,TDK Ventures,25,,2,200.00,146.36,Later Stage VC,,2.00,Venture Capital,25,22,14,9,20,3,150.00,Consume,Durables,Corporate Venture Capital,150,100,50,2,25,22,12,7,20,3,25
2895,Team Builder Ventures,16,,1,2.26,0.11,Later Stage VC,30.00,9.00,Venture Capital,7,2,1,,9,6,2.26,Computer Hardware,Software,Venture Capital,2.26,2.26,2.26,1,7,2,,,9,6,16
2896,Tech Capital Partners,32,,3,75.07,,Later Stage VC,,98.00,Venture Capital,,,,,,14,51.84,Communications and Networking,Computer Hardware,Venture Capital,51.84,19.48,3.24,3,,,,,2,14,32
2897,Tech Coast Angels,584,,4,17.00,,Later Stage VC,,7.00,Venture Capital,156,53,20,7,236,234,,Services (Non-Financial),Software,Angel Group,3.8,3.5,3.2,4,152,50,17,7,236,234,584
2898,Tech Council Ventures,69,,2,130.00,44.00,Later Stage VC,,,Venture Capital,18,11,7,2,21,35,55,Energy,Healthcare,Venture Capital,55,41.5,28,2,18,11,6,2,21,35,69
2899,Tech Pioneers Fund,8,,1,50.00,7.52,Later Stage VC,,15.00,Venture Capital,8,6,3,2,6,1,14.03,Communications and Networking,IT Services,Venture Capital,14.03,14.03,14.03,,8,6,2,2,6,,8
2900,Tech Wildcatters,117,,1,25.00,,Accelerator/Incubator,,,Other,12,,,,44,64,,Apparel and Accessories,Business Products and Services (B2B),Venture Capital,,,,,12,,,,44,64,117
2901,TechFund Europe,29,,1,43.99,,Later Stage VC,,3.34,Venture Capital,,,,,2,21,30.00,Commercial Products,Commercial Services,Venture Capital,30,30,30,,,,,,2,21,29
2902,TechGROWTH Ohio,43,,,13.00,,Later Stage VC,69.30,7.30,Venture Capital,7,,,,21,19,,Business Products and Services (B2B),Healthcare Technology Systems,Not-For-Profit Venture Capital,,,,,6,,,,21,19,43
2903,TechnoArt,4,,2,19.00,0.52,Accelerator/Incubator,,,Other,1,,,,3,1,,Media,Media and Information Services (B2B),Venture Capital,5,5,5,2,1,,,,3,1,4
2904,TechOperators,53,,3,132.18,41.46,Later Stage VC,123.00,28.00,Venture Capital,21,6,5,1,10,15,76.72,Other Financial Services,Software,Venture Capital,76.72,72,20,3,20,6,5,,10,15,53
2905,TechSquare Labs,47,,1,15.00,0.17,Early Stage VC,,4.00,Venture Capital,27,6,1,1,24,12,1.00,Commercial Services,Software,Accelerator/Incubator,1,1,1,,25,6,,,24,12,47
2906,TechU,20,,1,1.05,4.30,Early Stage VC,97.00,25.00,Venture Capital,12,9,4,2,13,2,10.96,Software,,Venture Capital,10.96,10.96,10.96,,12,8,4,,13,2,20
2907,Techxas Ventures,25,,2,66.00,0.00,Later Stage VC,46.27,10.74,Venture Capital,,,,,,13,46.00,Software,,Venture Capital,46,33,20,2,,,,,,13,25
2908,Tecovas Foundation,1,,,14.75,,Seed Round,,1.00,Venture Capital,1,,,,1,,,Services (Non-Financial),Software,Limited Partner,,,,,,,,,,,
2909,TECTERRA,118,,,31.61,,Later Stage VC,4.79,0.40,Venture Capital,8,1,1,,75,41,,Software,,Accelerator/Incubator,,,,,8,,,,75,41,118
2910,Tectonic Ventures,34,,3,51.50,74.02,Seed Round,35.00,10.00,Venture Capital,30,16,10,8,23,6,87.1,Software,,Venture Capital,87.1,51.48,5.87,3,30,15,10,6,23,6,34
2911,Tejas Venture Management,,,1,100.00,0.00,,,,,,,,,,,100,,,Venture Capital,100,100,100,,,,,,,,
2912,Tekfen Ventures,22,,1,65.00,11.97,Early Stage VC,66.44,30.00,Venture Capital,21,9,6,2,10,2,65.00,Alternative Energy Equipment,Application Software,Corporate Venture Capital,65,65,65,,20,8,5,,10,2,22
2913,Telecom Infra Project,6,,,170.00,,Accelerator/Incubator,,,Other,5,1,,,5,1,,Communications and Networking,Software,Accelerator/Incubator,,,,,5,,,,5,,6
2914,Telef6nica Innovation Ventures,62,,1,160.00,,Later Stage VC,473.84,100.00,Venture Capital,12,2,1,1,21,36,393.54,Media,Software,Corporate Venture Capital,393.54,393.54,393.54,,11,2,,,21,36,62
2915,Telegraph Hill Capital,54,,3,30.00,3.70,Later Stage VC,,9.06,Venture Capital,22,12,7,4,20,21,24.34,Commercial Services,Consumer Products and Services (B2C),Venture Capital,24.34,6,5,3,22,12,6,3,20,21,54
2916,Telluric Foods,1,,,18.00,,Seed Round,15.00,3.50,Venture Capital,1,,,,1,,,Business Products and Services (B2B),Consumer Non-Durables,Impact Investing,,,,,,,,,,,
2917,Tellus Partners,1,,1,0.60,0.17,Early Stage VC,30.00,10.00,Venture Capital,1,,,,,1,0.6,Agriculture,Commercial Products,PE/Buyout,0.6,0.6,0.6,,,,,,,,
2918,Telos(NAS: TLS),1,,,183.82,,Merger/Acquisition,6.70,6.70,Corporate,1,1,1,,,1,,,,Limited Partner,,,,,,,,,,,
2919,TELUS Ventures,129,,2,100.00,,Early Stage VC,,22.78,Venture Capital,46,29,20,11,38,47,45.00,Communications and Networking,Financial Services,Corporate Venture Capital,70,57.5,45,2,44,28,16,7,38,47,129
2920,Tennessee Technological University Endowment,1,,,61.09,,Grant,,0.01,Other,,,,,1,,,,,Other,,,,,,,,,,,
2921,Tera Ventures,41,,2,76.99,16.14,Early Stage VC,,2.00,Venture Capital,25,14,7,3,23,10,54.71,Other Information Technology,Software,Venture Capital,54.71,41.94,29.18,2,25,14,6,3,23,10,41
2922,Tero Holding,,,,5.00,,,,,,,,,,,,,,,Family Office,,,,,,,,,,,
2923,Terpsi Capital,4,,1,10.00,5.55,Later Stage VC,126.00,26.00,Venture Capital,4,3,2,2,3,,7.75,Consumer Products and Services (B2C),IT Services,Venture Capital,7.75,7.75,7.75,,4,3,2,,3,,4
2924,Terranet Ventures,8,,,1.00,,Early Stage VC,,,Venture Capital,3,,,,7,1,,Business Products and Services (B2B),Financial Services,Venture Capital,,,,,3,,,,7,,8
2925,Teton Equity Partners,2,,3,5.36,1.45,Early Stage VC,135.00,45.00,Venture Capital,,,,,2,,3.00,Services (Non-Financial),,Venture Capital,3.1,3,1.45,3,,,,,2,,2
2926,Texada Capital,,,,10.00,,,,,,,,,,,,,,,Merchant Banking Firm,,,,,,,,,,,
2927,Texas Atlantic Capital,50,,,100.00,,Early Stage VC,27.00,4.00,Venture Capital,7,2,,,8,31,Software,,,Venture Capital,,,,,6,2,,,8,31,50
2928,Texas Biomedical Research Institute,,,,122.37,,,,,,,,,,,,,,,Other,,,,,,,,,,,
2929,Texas Research & Technology Foundation,2,,2,10.19,7.00,Merger/Acquisition,,,Corporate,1,1,,,1,,10.00,Healthcare Services,Pharmaceuticals and Biotechnology,Limited Partner,10,5.5,1,2,,,,,,,2
2930,TFX Capital,19,,3,17.00,2.80,Seed Round,16.25,4.75,Venture Capital,18,11,7,5,10,4,0.65,Software,,Venture Capital,5.2,2.66,0.65,3,16,10,7,3,10,4,19
2931,TGap Ventures,24,,3,76.30,2.74,Later Stage VC,50.00,20.00,Venture Capital,,,,,5,10,50.00,Commercial Services,Healthcare Devices and Supplies,Venture Capital,50,26.3,20,3,,,,,5,10,24
2932,TGen Health Ventures,,,1,75.00,3.75,,,,,,,,,,,75.00,,,Corporate Venture Capital,75,75,75,,,,,,,,
2933,The 1772 Foundation,1,,,72.19,,Grant,,0.25,Other,,,,,,1,,,,Other,,,,,,,,,,,
2934,The American Family Insurance lnstitute for Corporate and Social Impact,30,,,212.80,,Early Stage VC,,1.00,Venture Capital,29,21,9,6,22,,,Information Technology,,Impact Investing,,,,,29,21,8,3,22,,30
2935,The Angels' Forum,87,,4,50.00,1.34,Later Stage VC,30.65,23.75,Venture Capital,4,2,1,1,15,43,7.00,Healthcare Devices and Supplies,Software,Angel Group,24.6,7.4,3.5,4,4,2,,,15,43,87
2936,The Atmospheric Fund,1,,,71.12,,Later Stage VC,,12.00,Venture Capital,1,1,,,1,,,Business Products and Services (B2B),Computer Hardware,Impact Investing,,,,,1,,,,,,
2937,The Aurora Funds,123,,9,26.79,0.00,Seed Round,,2.50,Venture Capital,1,1,1,1,4,60,50.00,Communications and Networking,Healthcare Devices and Supplies,Venture Capital,85,35,3.3,9,,,,,4,60,123
2938,The Black Diamond Group,,,,50.00,,,,,,,,,,,,,Accounting,Audit and Tax Services (B2B),PE/Buyout,,,,,,,,,,,
2939,The Bornhoft Group Corporation,,,3,1.30,,,,,,,,,,,,,,,Hedge Fund,,,,3,,,,,,,
2940,The Bower Foundation,1,,,102.85,,PE Growth/Expansion,,,Private Equity,,,,,,1,,Healthcare Technology Systems,Software,Limited Partner,,,,,,,,,,,1
2941,The Camelot Group,2,,1,175.00,,Later Stage VC,176.84,32.84,Venture Capital,,,,,1,1,122.52,Communications and Networking,Software,Other,122.52,122.52,122.52,,,,,,,,2
2942,The Cameron Foundation,1,,,129.24,,Grant,,,Other,,,,,1,,,Commercial Services,Computer Hardware,Limited Partner,,,,,,,,,1,,
2943,The Carbon Trust,46,,3,25.00,0.00,PE Growth/Expansion,,4.60,Private Equity,2,,,,9,31,100.00,Commercial Products,Commercial Services,Venture Capital,,,,,,,,,,,
2944,The Cargill Foundation,,,,186.47,,,,,,,,,,,,,,,Government,383.48,100,5,3,2,,,,9,31,46
2945,The Case Foundation,4,,,0.12,,Grant,,0.06,Other,,,,,2,2,,Commercial Services,Software,Limited Partner,,,,,,,,,2,2,4
2946,The Children's Medical Research Foundation,1,,,0.42,,Seed Round,,0.75,Venture Capital,,,,,,1,,Pharmaceuticals and Biotechnology,,Limited Partner,,,,,,,,,,,
2947,The Collective Funds,1,,1,163.60,,Early Stage VC,1.87,0.30,Venture Capital,1,1,,,1,,91.73,Commercial Services,Computer Hardware,Venture Capital,91.73,91.73,91.73,1,1,1,,,1,,
2948,The Community Development Venture Capital Alliance,18,,3,183.00,14.79,Later Stage VC,51.16,11.16,Venture Capital,3,2,2,,5,9,45.00,Business Products and Services (B2B),Consumer Products and Services (B2C),Fund of Funds,45.9,45,6,3,3,2,2,,5,9,18
2949,The Community Foundation,2,,,45.90,,Grant,,,Other,,,,,,1,,Commercial Products,Commercial Services,Corporation,,,,,,,,,,,2
2950,The Craig Newmark Foundation,1,,,83.54,,Grant,,0.10,Other,1,,,,1,,,Services (Non-Financial),,Other,,,,,,,,,,,
2951,The Dana Foundation,1,,,210.90,,Grant,,2.50,Other,,,,,1,,,,,Corporation,,,,,,,,,,,
2952,The Eisner Foundation,2,,,170.60,,Early Stage VC,54.32,9.00,Venture Capital,,,,,1,,,Software,,Other,,,,,,,,,,,2
2953,The Emily Hall Tremaine Foundation,1,,,86.00,,Early Stage VC,4.00,1.00,Venture Capital,1,1,,,1,,,Software,,Impact Investing,,,,,1,1,,,1,,
2954,The Entrepreneurs' Funds,64,,6,20.00,0.00,Early Stage VC,12.70,3.23,Venture Capital,10,2,1,,7,31,33.50,Software,,Venture Capital,33.5,25.27,17.03,6,9,2,,,7,31,64
2955,The EPIC Fund,,,,250.00,,,,,,,,,,,,,Energy,,Impact Investing,,,,,,,,,,,
2956,The Explorer Group,9,,1,3.00,,Early Stage VC,,,Venture Capital,4,,,,4,3,,Aerospace and Defense,Agriculture,Venture Capital,,,,,4,,,,4,3,9
2957,The Fabric,17,,2,24.90,4.00,Seed Round,11.00,2.00,Venture Capital,8,2,2,1,6,10,4.88,IT Services,Other Information Technology,Venture Capital,20,12.44,4.88,2,8,2,,,6,10,17
2958,The Fink Family Foundation,4,,,15.38,,Early Stage VC,,5.00,Venture Capital,4,2,1,1,2,,,Chemicals and Gases,Commercial Products,Family Office,,,,,4,2,,,2,,4
2959,The Firmament Group,73,,4,175.20,39.85,Buyout/LBO,,,Private Equity,59,32,16,12,27,13,475,Commercial Services,Healthcare Services,PE/Buyout,475,79.4,16.4,4,59,31,15,9,27,13,73
2960,The FSB Companies,22,,,100.00,,PE Growth/Expansion,,,Private Equity,5,2,1,1,11,10,,Agriculture,Business Products and Services (B2B),Growth/Expansion,,,,,4,2,1,,11,10,22
2961,The Graduate Syndicate,25,,,2.50,,Seed Round,6.00,1.50,Venture Capital,14,5,,,21,3,,Software,,Accelerator/Incubator,,,,,13,3,,,21,3,25
2962,The Graham Foundation,1,,,22.46,,Grant,,0.02,Other,,,,,,,,Healthcare Devices and Supplies,,Limited Partner,,,,,,,,,1,,1
2963,The Graywall Company,8,,,50.00,,Later Stage VC,,3.11,Venture Capital,8,4,2,1,7,1,,,,Venture Capital,,,,,8,4,2,,7,,8
2964,The Great River Company,4,,,100.00,,Buyout/LBO,,,Private Equity,4,4,4,2,3,,,Agriculture,Business Products and Services (B2B),PE/Buyout,,,,,4,4,4,2,3,,4
2965,The Halo Fund,34,,4,7.00,1.34,Later Stage VC,39.00,7.00,Venture Capital,1,,,,9,15,7.00,Commercial Services,Healthcare Devices and Supplies,Venture Capital,24.6,7.4,3.5,4,,,,,9,15,34
2966,The Hanley Family Foundation,1,,,11.75,,Grant,,0.04,Other,,,,,1,,,Energy Services,Exploration,Other,,,,,,,,,,,
2967,The Healing Trust,1,,,102.95,,Grant,,0.13,Other,,,,,1,,,Healthcare Services,Pharmaceuticals and Biotechnology,Limited Partner,,,,,,,,,,,
2968,The Henry M. Jackson Foundation for the Advancement of Military Medicine,1,,,95.56,,Merger/Acquisition,,,Corporate,,,,,,,,,,Corporation,,,,,,,,,,,
2969,The Herb Alpert Foundation,3,,,39.06,,Grant,,1.03,Other,1,1,,,1,1,,Commercial Services,Communications and Networking,Limited Partner,,,,,,,,,,,3
2970,The Hotel Group,2,,4,120.10,23.10,Corporate Asset Purchase,11.50,11.50,Corporate,,,,,,2,110.00,Commercial Products,Commercial Services,Real Estate,110,17.5,10.1,4,,,,,,2,2
2971,The Insurance Company of the State of Pennsylvania,1,,,142.93,,Later Stage VC,70.63,13.00,Venture Capital,,,,,,1,,Healthcare Devices and Supplies,,Limited Partner,,,,,,,,,,,
2972,The Integral Group,,,2,63.00,7.35,,,,,,,,,,1,3.73,,,Real Estate,63,33.37,3.73,2,,,,,,,
2973,The International Woodland Company,2,,2,230.00,,Later Stage VC,245.50,45.50,Venture Capital,,,,,1,1,230,Pharmaceuticals and Biotechnology,,Infrastructure,230,230,230,2,,,,,,,2
2974,The Jaffe Family Foundation,2,,,53.11,,Early Stage VC,45.00,15.00,Venture Capital,1,,,,1,,,,,Corporation,,,,,2,,,,,,2
2975,The Jenesis Group,1,,,41.85,,Grant,,0.75,Other,2,1,1,,1,,,Services (Non-Financial),,Other,,,,,,,,,,,
2976,The John F. Nagel Foundation,,,,28.98,,,,,,,,,,,1,,Consumer Non-Durables,Retail,Limited Partner,,,,,,,,,,,
