investor_id,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments,primary_investor_type
2729,67,,2,28.00,6.65,Later Stage VC,155.00,30.00,Venture Capital,36,11,5,2,26,11,28.96,"Business Products and Services (B2B), Healthcare Services, Software",,,,,,,,,,,,
2730,3,,3,98.50,51.90,PE Growth/Expansion,,,Private Equity,,,,,,2,2.00,"Agriculture, Commercial Products, Commercial Services, Consumer Non-Durables",,,,,,,,,,,,
2731,140,,,200.00,,Later Stage VC,,4.50,Venture Capital,93,28,11,5,92,30,,"Communications and Networking, Software",,,,,,,,,,,,
2732,9,,,100.00,,Buyout/LBO,,,Private Equity,,,,,1,7,,"Aerospace and Defense, Consumer Products and Services (B2C), Energy Equipment, Energy Services, Healthcare, Mat",,,,,,,,,,,,
2733,14,,,100.00,21.00,PE Growth/Expansion,,,Private Equity,,,,,6,3,100,"Buildings and Property, Financial Services, Industrial Supplies and Pans, Other Commercial Products, Real Estate Ser",,,,,,,,,,,,
2734,137,,2,125.00,0.00,Later Stage VC,"2,725.00",355.00,Venture Capital,68,9,3,,38,73,23.00,,,,,,,,,,,,,
2735,113,,3,156.48,,Early Stage VC,"1,000.00",74.37,Venture Capital,18,4,1,,18,67,54.97,,,,,,,,,,,,,
2736,11,,,0.02,,Angel(individual),,,Individual,,,,,11,,,"Commercial Services, Services (Non-Financial)",,,,,,,,,,,,
2737,2,,,89.25,,Joint Venture,,,Corporate,,,,,1,2,,"Energy Services, Other Business Products and Services",,,,,,,,,,,,
2738,,,3,70.30,8.00,,,,,,,,,,,29.90,,,,,,,,,,,,,
2739,65,,8,47.77,24.49,Early Stage VC,,1.58,Venture Capital,48,18,10,,50,2,61.86,"Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other Healthcare, Other Infer",,,,,,,,,,,,
2740,,,,15.00,,Later Stage VC,"3,000.00",350.00,Venture Capital,1,1,1,,1,,,,,,,,,,,,,,,
2741,28,,,80.00,0.00,Later Stage VC,266.13,104.00,Venture Capital,,,,,2,17,80,"Communications and Networking, Healthcare Devices and Supplies, Healthcare Technology Systems, Other lnformati",,,,,,,,,,,,
2742,,,,179.24,,Merger/Acquisition,,,Corporate,,,,,,1,,Healthcare Services,,,,,,,,,,,,
2743,4,,12,207.00,,PIPE,,806.49,Private Equity,1,,,,2,3,,Capital Markets/Institutions,,,,,,,,,,,,
2744,33,,2,82.00,0.00,Corporate,,,Corporate,1,1,,,5,16,82.00,"Apparel and Accessories, Beverages, Education and Training Services (B2B), Educational and Training Services (B2C),",,,,,,,,,,,,
2745,11,,,122.00,94.12,Later Stage VC,650.00,80.00,Venture Capital,11,9,6,3,9,,120,Information Technology,,,,,,,,,,,,
2746,,,,21.04,,Grant,,,Other,,,,,,,,Services (Non-Financial),,,,,,,,,,,,
2747,4,,,20.00,,Buyout/LBO,75.00,12.00,Private Equity,1,1,,,4,,,"Commercial Services, Energy",,,,,,,,,,,,
2748,,,,7.43,,Grant,,3.50,Other,,,,,1,,,"Other Financial Services, Software",,,,,,,,,,,,
2749,,,6,125.70,74.63,,,,,,,,,,,95.58,"Energy, Information Technology, Real Estate Investment Trusts (REITs), Restaurants, Hotels and Leisure",,,,,,,,,,,,
2750,15,,,200.00,,Joint Venture,,,Corporate,7,5,3,2,9,5,200.00,Energy,,,,,,,,,,,,
2751,,,,137.20,,Grant,,0.01,Other,,,,,,,,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2752,14,,,170.00,,Buyout/LBO,,,Private Equity,6,2,,,7,4,,"Business Products and Services (B2B), Consumer Products and Services (B2C), Energy, Financial Services, Healthcare,",,,,,,,,,,,,
2753,14,,1,6.00,0.60,Later Stage VC,30.66,10.40,Venture Capital,2,,,,7,3,6.00,"Communications and Networking, Media",,,,,,,,,,,,
2754,98,,9,197.00,13.68,Later Stage VC,146.00,46.00,Venture Capital,9,,,,10,62,26,"Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other Healthcare, Pharmaceu",,,,,,,,,,,,
2755,,,2,66.34,4.16,PIPE,,,Private Equity,,,,,,,20.00,"Commercial Products, Commercial Services, Energy Equipment",,,,,,,,,,,,
2756,4,,,25.00,,Early Stage VC,,4.62,Venture Capital,4,4,4,,4,,,,,,,,,,,,,,,
2757,17,,1,31.00,22.22,Seed Round,,,Venture Capital,16,11,8,,16,,31.00,"Other Information Technology, Software",,,,,,,,,,,,
2758,52,,6,32.02,1.15,Early Stage VC,48.40,18.40,Venture Capital,3,,,,6,33,23.00,"Communications and Networking, Computer Hardware, Semiconductors, Sofrware",,,,,,,,,,,,
2759,,,3,192.00,65.39,,,,,,,,,,,11.13,"lmernet Service Providers, Other Communications and Networking, Other Information Technology, Software",,,,,,,,,,,,
2760,,,3,69.66,,,,,,,,,,,,25.18,"Asset Management, Consumer Products and Services (B2C), Insurance, Other Capital Markets/Institutions, Other Com",,,,,,,,,,,,
2761,29,,2,208.00,97.88,Buyout/LBO,,,Private Equity,,,,,,6,208.03,"Commercial Products, Commercial Services, Energy Equipment",,,,,,,,,,,,
2762,3,,,25.00,,Seed Round,,,Venture Capital,3,1,,,3,,,"Biotechnology, Business Products and Services (B2B), Communications and Networking, Consumer Produas and Ser",,,,,,,,,,,,
2763,,,,200.00,86.15,,,,,,,,,,2,200.00,Software,,,,,,,,,,,,
2764,2,,,1.00,1.96,Early Stage VC,,0.87,Venture Capital,,,,,,,5.00,Software,,,,,,,,,,,,
2765,41,,,100.00,,Later Stage VC,285.00,45.00,Venture Capital,13,2,,,16,18,,"Automotive, Communication Software, Communications and Nerworking, Electronic Equipment and Instruments, Me",,,,,,,,,,,,
2766,20,,,35.20,8.28,Equity Crowdfunding,6.33,1.23,Individual,19,10,,,14,,31.68,,,,,,,,,,,,,
2767,56,,2,180.00,6.80,Later Stage VC,,1.07,Venture Capital,,,,,,24,100,"Communications and Networking, Software",,,,,,,,,,,,
2768,12,,,147.00,11.42,PE Growth/Expansion,,,Private Equity,4,,,,5,6,41.00,"Beverages, Commercial Services, Consumer Durables, Food Products, Information Technology, Media, Pharmaceutica",,,,,,,,,,,,
2769,29,,,80.00,0.00,Later Stage VC,131.53,10.00,Venture Capital,,,,,,18,75.00,Software,,,,,,,,,,,,
2770,45,,,26.60,30.10,Seed Round,,,Venture Capital,38,24,16,10,33,7,42,"Education and Training Services (B2B), Environmental Services (B2B), Food Products, Materials and Resources, Other",,,,,,,,,,,,
2771,502,,6,120.00,9.36,Seed Round,29.81,6.81,Venture Capital,262,93,31,10,236,166,8.86,"Application Software, Beverages, Business/Productivity Software, Communication Software, Database Software, Educ",,,,,,,,,,,,
2772,18,,1,22.50,0.00,Seed Round,12.00,5.00,Venture Capital,9,4,,,11,7,22.49,Software,,,,,,,,,,,,
2773,12,,3,25.00,,Seed Round,11.65,3.15,Corporate,7,2,,,5,3,,,,,,,,,,,,,,
2774,30,,2,5.50,0.79,Early Stage VC,26.01,7.20,Venture Capital,19,7,4,,10,10,5.50,"Commercial Products, Construction and Engineering, Education and Training Services (B2B), Environmental Services (",,,,,,,,,,,,
2775,10,,2,105.00,,Seed Round,,,Venture Capital,,,,,,7,,Retail,,,,,,,,,,,,
2776,497,,2,112.36,,Later Stage VC,,40.00,Venture Capital,458,304,246,130,279,88,40.000.00,"Healthcare, Logistics, Semiconductors, Software",,,,,,,,,,,,
2777,59,,2,85.00,,Later Stage VC,6.00,2.00,Venture Capital,,,,,,33,62,"Commercial Products, Sofcware",,,,,,,,,,,,
2778,31,,3,162.70,49.86,Early Stage VC,105.00,20.00,Venture Capital,26,9,6,,18,4,102.65,"Apparel and Accessories, Beverages, Consumer Durables, Food Products, Household Products, Other Consumer Prod",,,,,,,,,,,,
2779,60,,,157.20,,Seed Round,,1.50,Venture Capital,32,13,8,,39,6,,"Agriculture, Business Produces and Services (B2B), Consumer Products and Services (B2C), Energy, Financial Services,",,,,,,,,,,,,
2780,43,,3,250.00,24.41,Seed Round,15.49,9.00,Venture Capital,43,27,14,12,25,6,150,Software,,,,,,,,,,,,
2781,25,,,76.63,,Buyout/LBO,41.54,41.54,Private Equity,4,,,,7,14,,"Financial Services, Other Financial Services",,,,,,,,,,,,
2782,9,,,20.00,,Later Stage VC,550.00,140.00,Venture Capital,9,7,,,8,,,"Construction and Engineering, Healthcare, Infrastructure, Logistics",,,,,,,,,,,,
2783,9,,,25.00,5.99,Early Stage VC,62.14,15.14,Venture Capital,9,4,,,6,2,25,"Alternative Energy Equipment, Biotechnology, Healthcare Devices and Supplies, Healthcare Services, Software",,,,,,,,,,,,
2784,121,,2,52.20,138.15,Later Stage VC,625.00,75.00,Venture Capital,99,63,36,24,101,14,150,"Computer Hardware, Consumer Products and Services (B2C), Financial Services, Healthcare, Other Information Techn",,,,,,,,,,,,
2785,28,,3,10.00,,Later Stage VC,205.00,61.00,Venture Capital,3,,,,13,13,,"Business Products and Services (B2B), Financial Services, Software",,,,,,,,,,,,
2786,14,,,40.00,,Seed Round,,1.40,Venture Capital,8,,,,9,,,"Emenainmenc Software, Media",,,,,,,,,,,,
2787,14,,2,120.00,0.00,Early Stage VC,,3.00,Venture Capital,,,,,,12,100.00,Software,,,,,,,,,,,,
2788,59,,3,243.94,32.83,Later Stage VC,,12.00,Venture Capital,8,,,,12,25,107.53,"Energy, Healthcare Devices and Supplies, Materials and Resources, Media, Software, Telecommunications Service Pro",,,,,,,,,,,,
2789,2,,,151.15,,Grant,,10.60,Other,,,,,,,,Commercial Products,,,,,,,,,,,,
2790,,,,42.19,,Merger/Acquisition,,,Corporate,,,,,,,,,,,,,,,,,,,,
2791,16,,,200.00,,PE Growth/Expansion,,,Private Equity,4,,,,,9,,"Building Products, Distributors/Wholesale, Food Products, Household Appliances, Industrial Supplies and Parts, Othe",,,,,,,,,,,,
2792,10,,2,2.70,5.49,Later Stage VC,10.00,6.00,Venture Capital,,,,,,7,6.97,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2793,24,,,100.00,8.11,Grant,,0.11,Other,,,,,5,9,65.00,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
2794,56,,,8.00,,Seed Round,,3.00,Venture Capital,56,54,38,10,52,,,,,,,,,,,,,,,
2795,,,,60.87,,Grant,,0.82,Other,,,,,,,,"Commercial Services, Media",,,,,,,,,,,,
2796,13,,,100.00,,Buyout/LBO,,,Private Equity,13,6,,,7,4,100,"Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other Healthcare, Pharmaceu",,,,,,,,,,,,
2797,46,,,100.00,,Seed Round,28.90,8.00,Venture Capital,40,21,10,4,23,10,,"Energy, Software",,,,,,,,,,,,
2798,20,,,230.00,,Later Stage VC,,10.70,Venture Capital,9,,,,6,15,,"Communications and Networking, Computer Hardware, IT Services, Other Information Technology, Semiconductors,",,,,,,,,,,,,
2799,10,,2,150.00,80.02,Early Stage VC,,,Venture Capital,9,,4,,8,2,50.00,"Communications and Networking, IT Services, Other Information Technology, Software",,,,,,,,,,,,
2800,31,,,200.00,4.42,PE Growth/Expansion,,,Private Equity,4,,,,,24,23.20,"Commercial Services, Healthcare",,,,,,,,,,,,
2801,,,,43.98,,,,,,,,,,,,,,,,,,,,,,,,,
2802,40,,,100.00,26.80,Seed Round,,5.70,Venture Capital,33,19,13,,28,6,50,"Heali::hcare Devices and Supplies, Healthcare Services, Heali::hcare Technology Systems, IT Services, Software",,,,,,,,,,,,
2803,9,,2,135.10,,PIPE,,391.00,,8,2,,,4,3,35.09,Software,,,,,,,,,,,,
2804,34,,,103.00,,Later Stage VC,52.15,5.00,Venture Capital,7,,,,9,25,,Software,,,,,,,,,,,,
2805,62,,,100.00,9.36,Seed Round,58.00,13.00,Venture Capital,30,9,,,36,17,45.2,"Commercial Services, Healthcare, Software",,,,,,,,,,,,
2806,4,,,10.00,,PIPE,,5.34,Corporate,,,,,,3,,"Consumer Durables, Consumer Non-Durables, Energy, Healthcare, Information Technology, Metals, Minerals and Min",,,,,,,,,,,,
2807,3,,,5.00,0.87,Later Stage VC,,7.60,Venture Capital,,,,,,,5.00,"Agriculture, Pharmaceuticals and Biotechnology, Services (Non-financial), Software",,,,,,,,,,,,
2808,,,,27.00,,Angel (individual),,1.20,Individual,,,,,,,,Software,,,,,,,,,,,,
2809,5,,,102.00,,Later Stage VC,,3.80,Venture Capital,,,,,,,,"Business Products and Services (B2B), Consumer Products and Services (82C), Healthcare Devices and Supplies, Heal",,,,,,,,,,,,
2810,5,,,25.00,4.34,Early Stage VC,120.00,23.00,Venture Capital,4,,,,5,,25,Media,,,,,,,,,,,,
2811,80,,,1.06,0.88,Seed Round,,0.01,Venture Capital,63,27,11,,50,14,10.00,Software,,,,,,,,,,,,
2812,36,,2,49.90,5.88,Early Stage VC,,6.00,Venture Capital,35,25,18,12,26,2,80.00,"Business Products and Services (B2B), Software",,,,,,,,,,,,
2813,42,,2,14.60,2.54,Seed Round,,2.80,Venture Capital,35,14,7,4,29,4,,Software,,,,,,,,,,,,
2814,2,,3,218.00,,PEGrowth/Expansion,,118.00,Private Equity,,,,,,,47.7,"Agriculture, Beverages, Financial Services, food Products, Logistics, Media, Pharmaceui::icals and Biotechnology, Retai",,,,,,,,,,,,
2815,24,,2,41.00,,Later Stage VC,16.00,5.50,Venture Capital,11,,,,6,8,,Software,,,,,,,,,,,,
2816,1,,,88.52,,Seed Round,6.30,1.30,Venture Capital,,,,,,,,,,,,,,,,,,,,
2817,6,,,22.00,,Buyout/LBO,,,Private Equity,,,,,,3,,Consumer Products and Services (82C),,,,,,,,,,,,
2818,24,,2,5.00,6.49,Later Stage VC,,16.20,Venture Capital,23,13,9,6,16,3,12.10,"Aerospace and Defense, Other Communications and Networking",,,,,,,,,,,,
2819,,,,50.00,,,,,,,,,,,,50.00,Other Financial Services,,,,,,,,,,,,
2820,6,,,30.00,1.09,Later Stage VC,45.81,8.93,Venture Capital,,,,,,,32,Software,,,,,,,,,,,,
2821,49,,2,47.00,24.67,Seed Round,,10.00,Venture Capital,46,24,14,8,41,3,30,"Consumer Durables, Consumer Non-Durables, Other Consumer Products and Services, Services (Non-Financial), Software",,,,,,,,,,,,
2822,59,,2,25.10,0.24,Seed Round,36.00,6.00,Venture Capital,18,,,,17,28,2.75,Software,,,,,,,,,,,,
2823,1131,,2,5.26,0.30,Accelerator/Incubator,0.25,0.02,Other,587,71,18,7,726,342,0.30,"Consumer Durables, Energy, Financial Services, food Products, Healthcare, Internet Retail, ITServices, Media, Softwa",,,,,,,,,,,,
2824,77,,3,101.00,8.72,Later Stage VC,213.18,18.18,Venture Capital,2,,,,6,28,101.00,"Commercial Products, Consumer Durables, Semiconductors, Software",,,,,,,,,,,,
2825,8,,,0.15,,Angel (individual),,1.00,Individual,,,,,,7,,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2826,19,,,72.00,29.27,Later Stage VC,32.57,9.57,Venture Capital,18,13,11,7,17,2,72.00,"Healthcare Devices and Supplies, Healthcare Technology Systems",,,,,,,,,,,,
2827,42,,,213.00,,Early Stage VC,,10.00,Venture Capital,9,6,,,22,21,,"Commercial Services, Healthcare, Media, Other Information Technology, Retail, Software",,,,,,,,,,,,
2828,54,,4,61.00,,Mezzanine,,9.70,Debt,24,11,,,23,11,30.6,"Communications and Networking, Educational and Training Services (B2C), Healthcare Devices and Supplies, Healthc",,,,,,,,,,,,
2829,1,,,0.01,,Early Stage VC,7.22,3.16,Venture Capital,,,,,,,,"Energy Services, Other Financial Services",,,,,,,,,,,,
2830,34,,,61.00,0.00,PE Growth/Expansion,"1,763.22",221.33,Private Equity,7,2,,,6,18,61.00,"Aerospace and Defense, Commercial Services, Consumer Durables, Distributors/Wholesale, Food Products, Materials",,,,,,,,,,,,
2831,2,,,1.00,,Buyout/LBO,0.25,0.25,Private Equity,2,,,,,,,"Consumer Products and Services (82C), Energy, Financial Services, Healthcare, Information Technology",,,,,,,,,,,,
2832,,,4,51.83,10.48,,,,,,,,,,,51.60,,,,,,,,,,,,,
2833,44,,3,5.00,1.38,Later Stage VC,,,Venture Capital,27,16,12,4,34,7,6.37,"Commercial Products, Healthcare Devices and Supplies, IT Services, Other Financial Services, Services (Non•Financial)",,,,,,,,,,,,
2834,67,,2,30.00,3.91,Seed Round,7.80,2.80,Venture Capital,59,17,6,,48,13,10.00,"Commercial Services, Software",,,,,,,,,,,,
2835,21,,6,52.00,20.40,Secondary Transaction,,7.80,Venture Capital,20,8,7,,10,9,1.00,"Commercial Banks, Commercial Transportation, Media and Information Services (B2B), Other Business Products and",,,,,,,,,,,,
2836,2,,2,66.00,0.00,Joint Venture,1.00,1.00,Other,,,,,,,66,"Consumer Non·Ourables, Retail, Software, Transportation",,,,,,,,,,,,
2837,6,,,2.77,,Early Stage VC,,0.89,Venture Capital,,,,,,3,,"Business Products and Services (B2B), Computer Hardware, Information Technology",,,,,,,,,,,,
2838,46,,6,96.00,6.20,Buyout/LBO,,,Private Equity,3,,,,6,36,,"Retail, Software",,,,,,,,,,,,
2839,7,,,100.00,33.30,Seed Round,,2.50,Venture Capital,7,6,4,,6,,100,"Business Products and Services (B2B), Information Technology",,,,,,,,,,,,
2840,17,,1,60.00,,Platform Creation,,,,4,,,,5,9,60,"Commercial Services, Educational and Training Services (82C), Healthcare, Other Business Products and Services",,,,,,,,,,,,
2841,82,,2,150.00,30.00,Early Stage VC,,6.50,Venture Capital,54,21,10,4,44,17,75,"Capital Markets/Institutions, Commercial Services, IT Services, Other Financial Services, Other Information Technolog",,,,,,,,,,,,
2842,24,,1,1.00,0.09,Early Stage VC,37.72,7.72,Venture Capital,,,,,9,15,1.00,"Business Products and Services (B2B), Consumer Products and Services (82C), Software",,,,,,,,,,,,
2843,23,,2,20.00,8.04,Seed Round,,1.50,Venture Capital,16,9,7,,15,7,15.00,"Business Products and Services (B2B), Consumer Products and Services (82C), Financial Services, Internet Service Pro",,,,,,,,,,,,
2844,,,,167.21,,Grant,,1.70,Other,,,,,,,,Services (Non•Financial),,,,,,,,,,,,
2845,2,,,3.00,0.00,Early Stage VC,,1.10,Venture Capital,,,,,,,12.85,Software,,,,,,,,,,,,
2846,21,,,100.00,4.00,Later Stage VC,267.00,45.00,Venture Capital,8,,,,7,11,80,"Healthcare Technology Systems, Software",,,,,,,,,,,,
2847,,,,129.37,0.00,,,,,,,,,,,182,,,,,,,,,,,,,
2848,36,,,189.60,0.00,Later Stage VC,,10.10,Venture Capital,,,,,2,19,175,Software,,,,,,,,,,,,
2849,5,,7,192.30,101.90,Buyout/LBO,,,Private Equity,4,2,,,3,,87.97,"Agriculture, Commercial Produces, Software",,,,,,,,,,,,
2850,,,2,5.30,14.40,,,,,,,,,,,16.65,Real Estate Services (B2C),,,,,,,,,,,,
2851,7,,,90.00,,Later Stage VC,,20.00,Venture Capital,4,,,,4,,90.00,"Commercial Banks, Commercial Services",,,,,,,,,,,,
2852,,,3,155.70,,Early Stage VC,,3.20,Venture Capital,,,,,,,140,"Exploration, Produei:ion and Refining, Other Energy, Other Financial Services",,,,,,,,,,,,
2853,1,,,168.47,,Early Stage VC,42.50,17.12,Venture Capital,,,,,,1,,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2854,19,,,10.00,0.88,Later Stage VC,,,Venture Capital,12,8,,,15,3,10.00,Software,,,,,,,,,,,,
2855,5,,,7.50,,Seed Round,,3.00,Venture Capital,5,5,5,4,5,,,"Business Products and Services (B2B), Consumer Products and Services (82C). Software",,,,,,,,,,,,
2856,,,,12.90,,,,,,1,,,,,,,Business Products and Services (B2B),,,,,,,,,,,,
2857,4,,1,7.00,0.35,Accelerator/Incubator,,,Other,1,,,,2,3,7.00,"Healthcare Devices and Supplies, Healthcare Services",,,,,,,,,,,,
2858,201,,8,215.00,171.50,Seed Round,,4.80,Venture Capital,138,76,47,25,103,32,250,"Financial Services, Healthcare, Logistics, Media, Other Information Technology, Software",,,,,,,,,,,,
2859,11,,,40.00,,Later Stage VC,12.50,3.00,Venture Capital,3,,,,7,4,,Chemicals and Gases,,,,,,,,,,,,
2860,1,,2,219.97,11.63,PE Growth/Expansion,,101.70,Private Equity,1,1,1,,1,,66.68,"Commercial Transportation, Energy Equipment, Environmental Services (B2B), Exploration, Production and Refining,",,,,,,,,,,,,
2861,2,,,100.00,,Early Stage VC,4.85,1.35,Venture Capital,2,,,,1,,,"Agriculture, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
2862,14,,1,63.79,10.04,Later Stage VC,750.00,100.00,Venture Capital,1,,,,1,12,73.64,"Business Products and Services (B2B), Energy, Energy Equipment, Energy Services, Exploration, Production and Refini",,,,,,,,,,,,
2863,81,,6,38.75,11.32,Later Stage VC,,3.86,Venture Capital,28,15,7,4,25,21,26.7,"Agriculture, Commercial Transportation, Construction (Non•Wood), Education and Training Services (B2B), Energy, Em",,,,,,,,,,,,
2864,80,,3,110.10,39.73,Later Stage VC,,4.00,Venture Capital,43,11,8,,45,26,100,"Computer Hardware, Healthcare, Software",,,,,,,,,,,,
2865,130,,2,25.00,1.04,Early Stage VC,,,Venture Capital,85,32,13,,79,20,6.00,"Agriculture, Business Products and Services (B2B)",,,,,,,,,,,,
2866,18,,3,6.30,1.10,Early Stage VC,5.75,1.00,Venture Capital,14,7,,,14,4,2.20,Software,,,,,,,,,,,,
2867,2,,,60.47,,Later Stage VC,,0.15,Venture Capital,2,,,,,,,,,,,,,,,,,,,
2868,27,,,202.00,11.68,Buyout/LBO,,,Private Equity,2,,,,,16,202.00,Software,,,,,,,,,,,,
2869,,,,5.57,1.29,,,,,,,,,,,71.00,,,,,,,,,,,,,
2870,,,3,5.22,,,,,,,,,,,,5.23,,,,,,,,,,,,,
2871,19,,,143.00,0.00,Early Stage VC,27.60,23.10,Venture Capital,,,,,,11,143,Healthcare Devices and Supplies,,,,,,,,,,,,
2872,45,,,185.00,,Seed Round,10.00,2.00,Venture Capital,30,29,26,11,31,12,,"Building Products, Commercial/Professional Insurance, Consulting Services (B2B), Distributors/Wholesale, Insurance",,,,,,,,,,,,
2873,,,,203.83,,,,,,,,,,,,,,,,,,,,,,,,,
2874,37,,,100.00,10.42,Early Stage VC,,,Venture Capital,36,20,8,,21,8,60.00,"Commercial Products
Business Products and Services (B2B), Consumer Products and Services (82C), Healthcare Devices and Supplies, Heal",,,,,,,,,,,,
2875,205,,,54.99,0.00,Seed Round,,0.40,Venture Capital,77,51,35,23,98,82,50.00,Software,,,,,,,,,,,,
2876,,,,220.00,,,,,,,,,,,,,,,,,,,,,,,,,
2877,56,,2,20.00,4.00,Seed Round,,1.50,Venture Capital,53,22,14,8,50,3,10.00,"Agriculture, Capital Markets/Institutions, Chemicals and Gases, Energy, Healthcare Devices and Supplies, Healthcare",,,,,,,,,,,,
2878,10,,,13.15,,Seed Round,,3.51,Venture Capital,2,,,,,3,,"Healthcare Technology Systems, Software",,,,,,,,,,,,
2879,,,3,70.57,0.00,,,,,,,,,,,191.75,Real Estate Services (B2C),,,,,,,,,,,,
2880,45,,4,14.23,4.12,Later Stage VC,7.55,1.55,Venture Capital,24,6,,,20,13,4.35,"Commercial Products, Commercial Services, Consume, Non-Durables, Healthcare Technology Systems, Software",,,,,,,,,,,,
2881,5,,3,147.50,75.22,PE Growth/Expansion,,75.00,Private Equity,,,,,,4,23.50,"Energy Equipment, Energy Services, Media and Information Services (B2B), Movies, Music and Entertainment, Other E",,,,,,,,,,,,
2882,108,,3,173.00,14.01,Early Stage VC,34.77,10.00,Venture Capital,30,,,,30,51,100.00,"Computer Hardware, Software",,,,,,,,,,,,
2883,21,,,237.08,,Later Stage VC,260.00,74.00,Venture Capital,,,,,6,11,284.33,"Alternative Energy Equipment, Application Software, Business/Productivity Software, Electronic Components, Electror",,,,,,,,,,,,
2884,49,,3,56.27,,Early Stage VC,,,Venture Capital,23,8,4,,26,7,30,"Commercial Services, Consumer Durables, Software",,,,,,,,,,,,
2885,,,,50.00,,,,,,,,,,,,,"Capital Markets/Institutions, Commercial Banks, Insurance, Other financial Services",,,,,,,,,,,,
2886,4,,,12.00,,Later Stage VC,56.70,16.20,Venture Capital,3,,,,3,,,"Construction and Engineering. Database Software, Education and Training Services (B2B), Educational and Training St",,,,,,,,,,,,
2887,3,,,72.16,,Later Stage VC,,4.00,Venture Capital,2,,,,2,,,Healthcare Devices and Supplies,,,,,,,,,,,,
2888,26,,2,54.50,3.88,Later Stage VC,27.00,4.30,Venture Capital,3,,,,6,14,40.00,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
2889,4,,,200.00,,PE Growth/Expansion,,,Private Equity,,,,,,2,,"Commercial Services, Consumer Products and Services (B2C), Oistributors/Vv'holesale, Energy, Healthcare, Industrial S",,,,,,,,,,,,
2890,,,,50.00,0.00,Buyout/LBO,,,Venture Capital,,,,,,,50,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2891,24,,,16.50,,Early Stage VC,,7.20,Venture Capital,21,4,,,11,8,16.50,"Business Products and Services (B28), Consumer Products and Services (82C), Healthcare, Other Information Techno",,,,,,,,,,,,
2892,1,,,137.60,,Grant,,,Other,,,,,,,,"Retail, Software",,,,,,,,,,,,
2893,7,,,50.00,6.24,Later Stage VC,,1.20,Venture Capital,,,,,,4,50.00,"Agriculture, Consumer Non·Durables",,,,,,,,,,,,
2894,25,,2,200.00,146.36,Later Stage VC,,2.00,Venture Capital,25,22,14,9,20,3,150.00,"Consume, Durables, Energy, Healthcare, Information Technology, Other Materials, Transportation",,,,,,,,,,,,
2895,16,,,2.26,0.11,Later Stage VC,30.00,9.00,Venture Capital,7,2,,,9,6,2.26,"Computer Hardware, Software",,,,,,,,,,,,
2896,32,,3,75.07,,Later Stage VC,,98.00,Venture Capital,,,,,,14,51.84,"Communications and Networking, Computer Hardware, Consumer Durables, Media, Software",,,,,,,,,,,,
2897,584,,4,17.00,,Later Stage VC,,7.00,Venture Capital,156,53,20,7,236,234,,"Ser.rices (Non-Financial), Software",,,,,,,,,,,,
2898,69,,2,130.00,44.00,Later Stage VC,,,Venture Capital,18,11,7,,21,35,55,"Energy, Healthcare, Materials and Resources, Software",,,,,,,,,,,,
2899,8,,,50.00,7.52,Later Stage VC,,15.00,Venture Capital,8,6,3,,6,,14.03,"Communications and Networking, IT Services, Software",,,,,,,,,,,,
2900,117,,,25.00,,Accelerator/Incubator,,,Other,12,,,,44,64,,"Apparel and Accessories, Business Producls and Services (B2B), Communications and Networking, Computer Hardwa",,,,,,,,,,,,
2901,29,,,43.99,,Later Stage VC,,3.34,Venture Capital,,,,,,21,30.00,"Commercial Products, Commercial Services, Communications and Networking, Software",,,,,,,,,,,,
2902,43,,,13.00,,Later Stage VC,69.30,7.30,Venture Capital,7,,,,21,19,,"Business Products and Services (B2B), Healthcare Technology Systems, Other Agriculture, Other Energy, Other Mater",,,,,,,,,,,,
2903,4,,2,19.00,0.52,Accelerator/Incubator,,,Other,1,,,,3,1,,"Media, Media and Information Services (B2B)",,,,,,,,,,,,
2904,53,,3,132.18,41.46,Later Stage VC,123.00,28.00,Venture Capital,21,6,,,10,15,76.72,"Other Financial Services, Software",,,,,,,,,,,,
2905,47,,,15.00,0.17,Early Stage VC,,4.00,Venture Capital,27,6,,,24,12,1.00,"Commercial Services, Software",,,,,,,,,,,,
2906,20,,,1.05,4.30,Early Stage VC,97.00,25.00,Venture Capital,12,9,4,,13,2,10.96,Software,,,,,,,,,,,,
