fund_id,name,manager,managerId,sectors,vintageYear,regions,countries,status,strategies,yearOpen,targetFundSize.amount,targetFundSize.currency,monthOpen,fundSize.amount,fundSize.currency,stage,yearClose,monthClose
60881,Kabor Capital III,Kapor Capital,22837,Diversified,2021.0,North America,,Currently Investing,Venture Capital / Growth Equity,2021.0,125000000.0,USD,6.0,97550000.0,USD,1st Close,,
60883,SV Breakout I,Scribble Ventures,22838,TMT,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,25000000.0,USD,1.0,,,,,
60883,SV Breakout I,Scribble Ventures,22838,Diversified,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,25000000.0,USD,1.0,,,,,
60884,SV II,Scribble Ventures,22838,TMT,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,50000000.0,USD,1.0,,,,,
60884,SV II,Scribble Ventures,22838,Diversified,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,50000000.0,USD,1.0,,,,,
60885,Investcorp North American Private Equity Parallel Fund I,Investcorp,7735,TMT,2020.0,North America,,Currently Investing,Venture Capital / Growth Equity,2020.0,,,12.0,117940000.0,USD,1st Close,,
60893,Coral Tree Spark Co-Invest,Coral Tree Partners,22607,Diversified,2022.0,North America,United States,Launched,Venture Capital / Growth Equity,2022.0,,,2.0,,,,,
60900,Clovis Point III,Clovis Point Capital,19858,TMT,2021.0,North America,United States,Currently Investing,Buyout / Corporate Private Equity,2021.0,,,12.0,14780000.0,USD,1st Close,,
60904,QCM Investment Fund I Series 1B,Quaestus Capital Management,20059,Diversified,2021.0,North America,United States,Currently Investing,Buyout / Corporate Private Equity,2021.0,5000000.0,USD,7.0,350000.0,USD,1st Close,,
60915,Tailwater Royalties Fund,Tailwater Capital,14173,Energy / Oil & Gas,2022.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2022.0,,,2.0,25600000.0,USD,1st Close,,
60917,Moonrise Crypto I,Moonrise Capital,18084,Financial Services,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
60917,Moonrise Crypto I,Moonrise Capital,18084,TMT,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
60917,Moonrise Crypto I,Moonrise Capital,18084,Diversified,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
60920,Blackstone Growth II,Blackstone,5611,Financial Services,2022.0,North America,United States,Launched,Venture Capital / Growth Equity,2022.0,8000000000.0,USD,2.0,,,,,
60920,Blackstone Growth II,Blackstone,5611,Consumer Goods,2022.0,North America,United States,Launched,Venture Capital / Growth Equity,2022.0,8000000000.0,USD,2.0,,,,,
60920,Blackstone Growth II,Blackstone,5611,Healthcare,2022.0,North America,United States,Launched,Venture Capital / Growth Equity,2022.0,8000000000.0,USD,2.0,,,,,
60920,Blackstone Growth II,Blackstone,5611,TMT,2022.0,North America,United States,Launched,Venture Capital / Growth Equity,2022.0,8000000000.0,USD,2.0,,,,,
60922,WestSummit Global Technology Fund IV,WestSummit Capital,12400,TMT,2022.0,Asia-Pacific,China,Launched,Venture Capital / Growth Equity,2022.0,300000000.0,USD,2.0,,,,,
60922,WestSummit Global Technology Fund IV,WestSummit Capital,12400,TMT,2022.0,Asia-Pacific,United States,Launched,Venture Capital / Growth Equity,2022.0,300000000.0,USD,2.0,,,,,
60922,WestSummit Global Technology Fund IV,WestSummit Capital,12400,TMT,2022.0,North America,China,Launched,Venture Capital / Growth Equity,2022.0,300000000.0,USD,2.0,,,,,
60922,WestSummit Global Technology Fund IV,WestSummit Capital,12400,TMT,2022.0,North America,United States,Launched,Venture Capital / Growth Equity,2022.0,300000000.0,USD,2.0,,,,,
60924,Commonweal Ventures Fund I,Commonweal Ventures,22852,Diversified,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,75000000.0,USD,1.0,,,,,
60925,Ardian Secondary Fund IX (ASF IX),Ardian,7425,Diversified,2022.0,Western Europe,,Launched,Secondaries,2022.0,15000000000.0,USD,2.0,,,,,
60925,Ardian Secondary Fund IX (ASF IX),Ardian,7425,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,15000000000.0,USD,2.0,,,,,
60928,Aera Fund I,Aera VC,22855,Clean Tech / Renewable,2022.0,Central/Eastern Europe,,Currently Investing,Venture Capital / Growth Equity,2022.0,,,,30000000.0,USD,1st Close,,
60928,Aera Fund I,Aera VC,22855,Clean Tech / Renewable,2022.0,Asia-Pacific,,Currently Investing,Venture Capital / Growth Equity,2022.0,,,,30000000.0,USD,1st Close,,
60928,Aera Fund I,Aera VC,22855,Clean Tech / Renewable,2022.0,Western Europe,,Currently Investing,Venture Capital / Growth Equity,2022.0,,,,30000000.0,USD,1st Close,,
60928,Aera Fund I,Aera VC,22855,Clean Tech / Renewable,2022.0,Middle East/Africa,,Currently Investing,Venture Capital / Growth Equity,2022.0,,,,30000000.0,USD,1st Close,,
60928,Aera Fund I,Aera VC,22855,Clean Tech / Renewable,2022.0,North America,,Currently Investing,Venture Capital / Growth Equity,2022.0,,,,30000000.0,USD,1st Close,,
60928,Aera Fund I,Aera VC,22855,Clean Tech / Renewable,2022.0,Latin America,,Currently Investing,Venture Capital / Growth Equity,2022.0,,,,30000000.0,USD,1st Close,,
60935,Eniac Special Iota,ENIAC Ventures,13059,TMT,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,,,12.0,,,,,
60937,Eniac Special Kappa,ENIAC Ventures,13059,TMT,2021.0,North America,United States,Launched,Venture Capital / Growth Equity,2021.0,,,3.0,,,,,
60943,Ardian Secondary Fund IX (ASF IX) Co-Investment,Ardian,7425,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,,,2.0,,,,,
60943,Ardian Secondary Fund IX (ASF IX) Co-Investment,Ardian,7425,Diversified,2022.0,Western Europe,,Launched,Secondaries,2022.0,,,2.0,,,,,
60948,Lowercarbon Q 1,Lowercarbon Capital,22298,Clean Tech / Renewable,2021.0,North America,,Launched,Venture Capital / Growth Equity,2021.0,,,12.0,,,,,
60952,Lowercarbon 7.81,Lowercarbon Capital,22298,Clean Tech / Renewable,2021.0,North America,,Launched,Venture Capital / Growth Equity,2021.0,,,12.0,,,,,
60953,Morgan Creek Private Opportunities,Morgan Creek Capital Management,2898,Diversified,2021.0,North America,,Currently Investing,Fund of Funds / Co-Investment,2021.0,,,12.0,64130000.0,USD,1st Close,,
60954,Tau Ventures Opportunity Fund I,Tau Ventures,20907,Healthcare,2021.0,North America,United States,Launched,Venture Capital / Growth Equity,2021.0,,,4.0,,,,,
60954,Tau Ventures Opportunity Fund I,Tau Ventures,20907,TMT,2021.0,North America,United States,Launched,Venture Capital / Growth Equity,2021.0,,,4.0,,,,,
60957,Kline Hill Partners Fund IV,Kline Hill Partners,17029,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,500000000.0,USD,1.0,,,,,
60958,Wonder Ventures III Sidecar,Wonder Ventures,18476,TMT,2021.0,North America,United States,Launched,Venture Capital / Growth Equity,2021.0,1830000.0,USD,1.0,,,,,
60959,TSG9,TSG Consumer Partners,8174,Consumer Goods,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,5000000000.0,USD,12.0,,,,,
60960,Kline Hill Partners Opportunity Fund IV,Kline Hill Partners,17029,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,165000000.0,USD,1.0,,,,,
60961,Kline Hill Partners Offshore Fund IV,Kline Hill Partners,17029,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,500000000.0,USD,1.0,,,,,
60964,Kline Hill Partners Solutions Offshore Fund,Kline Hill Partners,17029,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,250000000.0,USD,1.0,,,,,
60965,Kline Hill Partners Opportunity Offshore Fund IV,Kline Hill Partners,17029,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,165000000.0,USD,1.0,,,,,
60968,Kline Hill Partners Solutions Fund,Kline Hill Partners,17029,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,250000000.0,USD,1.0,,,,,
60972,Congruent Continuity Fund I,Congruent Ventures,18558,TMT,2022.0,North America,United States,Launched,Venture Capital / Growth Equity,2022.0,300000000.0,USD,2.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Consumer Goods,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Consumer Goods,2021.0,Latin America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Consumer Goods,2021.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Consumer Goods,2021.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Consumer Goods,2021.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Consumer Goods,2021.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Healthcare,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Healthcare,2021.0,Latin America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Healthcare,2021.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Healthcare,2021.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Healthcare,2021.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Healthcare,2021.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Business Services,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Business Services,2021.0,Latin America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Business Services,2021.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Business Services,2021.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Business Services,2021.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,Business Services,2021.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,TMT,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,TMT,2021.0,Latin America,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,TMT,2021.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,TMT,2021.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,TMT,2021.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60973,Apax Credit Opportunities,Apax Partners,6373,TMT,2021.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2021.0,,,12.0,,,,,
60976,Crescent Cove KGP,Crescent Cove Advisors,18665,TMT,2022.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2022.0,,,1.0,38000000.0,USD,1st Close,,
60981,Dover Street XI,HarbourVest Partners,6523,Biotech / Life Science,2021.0,North America,,Launched,Secondaries,2021.0,13500000000.0,USD,10.0,,,,,
60981,Dover Street XI,HarbourVest Partners,6523,Consumer Goods,2021.0,North America,,Launched,Secondaries,2021.0,13500000000.0,USD,10.0,,,,,
60981,Dover Street XI,HarbourVest Partners,6523,Clean Tech / Renewable,2021.0,North America,,Launched,Secondaries,2021.0,13500000000.0,USD,10.0,,,,,
60981,Dover Street XI,HarbourVest Partners,6523,Healthcare,2021.0,North America,,Launched,Secondaries,2021.0,13500000000.0,USD,10.0,,,,,
60981,Dover Street XI,HarbourVest Partners,6523,Industrials,2021.0,North America,,Launched,Secondaries,2021.0,13500000000.0,USD,10.0,,,,,
60981,Dover Street XI,HarbourVest Partners,6523,TMT,2021.0,North America,,Launched,Secondaries,2021.0,13500000000.0,USD,10.0,,,,,
60992,MetaProp Ventures IV,MetaProp,18481,TMT,2020.0,North America,,Launched,Venture Capital / Growth Equity,2020.0,200000000.0,USD,,,,,,
60993,Oaktree Power Opportunities Fund VI,Oaktree Capital Management,5588,Energy / Oil & Gas,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,,,11.0,326000000.0,USD,,,
60995,Updata Partners VII,Updata Partners,6721,TMT,2022.0,North America,,Currently Investing,Venture Capital / Growth Equity,2022.0,500000000.0,USD,1.0,100000000.0,USD,1st Close,,
61001,RL Co-Investor Aggregator II,Francisco Partners,6497,TMT,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
61002,LAB Proptech Fund,LAB Miami Ventures,22881,TMT,2019.0,North America,,Launched,Venture Capital / Growth Equity,2019.0,50000000.0,USD,,,,,,
61004,Whitehorse Liquidity Partners GPSOF (Offshore),Whitehorse Liquidity Partners,17471,Diversified,2021.0,North America,,Currently Investing,Secondaries,2021.0,,,2.0,366000000.0,USD,1st Close,,
61006,Embedded Ventures Shockwave Fund I,Embedded Ventures,22883,TMT,2021.0,North America,,Launched,Venture Capital / Growth Equity,2021.0,100000000.0,USD,12.0,,,,,
61007,Fernbrook Convergence Fund II,Fernbrook Capital Management,19382,TMT,2021.0,North America,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,12.0,6700000.0,USD,1st Close,,
61008,Kline Hill Partners Offshore Feeder Fund IV,Kline Hill Partners,17029,Diversified,2022.0,North America,,Launched,Secondaries,2022.0,915000000.0,USD,1.0,,,,,
61009,AB-Abbott Private Equity Solutions 2022 (Delaware) Fund,Abbott Capital Management,6350,Diversified,2022.0,North America,,Launched,Fund of Funds / Co-Investment,2022.0,,,1.0,,,,,
61014,Lattice Capital II,Lattice Capital,22884,Financial Services,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
61014,Lattice Capital II,Lattice Capital,22884,TMT,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
61015,Morgan Creek Partners Venture Access Fund II,Morgan Creek Capital Management,2898,Diversified,2021.0,North America,,Currently Investing,Fund of Funds / Co-Investment,2021.0,,,12.0,11210000.0,USD,1st Close,,
61016,Atalaya Equipment Leasing Fund Evergreen,Atalaya Capital Management,12708,Diversified,2021.0,North America,,Currently Investing,Mezzanine / Debt,2021.0,,,12.0,69920000.0,USD,1st Close,,
61018,Equity2 OZ Impact Fund,Equity Squared,21734,Diversified,2020.0,North America,United States,Currently Investing,Distressed / Turnaround,2020.0,20000000.0,USD,11.0,100000.0,USD,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Central/Eastern Europe,Germany,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Central/Eastern Europe,Netherlands,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Central/Eastern Europe,Sweden,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Central/Eastern Europe,United Kingdom,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Western Europe,Germany,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Western Europe,Netherlands,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Western Europe,Sweden,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,Western Europe,United Kingdom,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,North America,Germany,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,North America,Netherlands,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,North America,Sweden,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61024,KEEN II,KEEN Venture Partners,17972,TMT,2021.0,North America,United Kingdom,Currently Investing,Venture Capital / Growth Equity,2021.0,150000000.0,EUR,11.0,120000000.0,EUR,1st Close,,
61025,Legacy Knight Enhanced Liquidity Fund,Legacy Knight,22886,Diversified,2021.0,North America,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,3.0,17600000.0,USD,1st Close,,
61030,EP TFF,Ehrenkranz Partners,19322,Diversified,2021.0,North America,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,3.0,294550000.0,USD,1st Close,,
61030,EP TFF,Ehrenkranz Partners,19322,Diversified,2021.0,Western Europe,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,3.0,294550000.0,USD,1st Close,,
61030,EP TFF,Ehrenkranz Partners,19322,Diversified,2021.0,Latin America,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,3.0,294550000.0,USD,1st Close,,
61030,EP TFF,Ehrenkranz Partners,19322,Diversified,2021.0,Central/Eastern Europe,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,3.0,294550000.0,USD,1st Close,,
61030,EP TFF,Ehrenkranz Partners,19322,Diversified,2021.0,Middle East/Africa,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,3.0,294550000.0,USD,1st Close,,
61030,EP TFF,Ehrenkranz Partners,19322,Diversified,2021.0,Asia-Pacific,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,3.0,294550000.0,USD,1st Close,,
61032,NRC Private Credit Opportunities 2021,New Republic Partners,22890,Diversified,2021.0,North America,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,4.0,58650000.0,USD,1st Close,,
61034,Long Point Capital Fund IV,Long Point Capital,16372,Manufacturing,2021.0,North America,,Launched,Venture Capital / Growth Equity,2021.0,,,12.0,,,,,
61034,Long Point Capital Fund IV,Long Point Capital,16372,Business Services,2021.0,North America,,Launched,Venture Capital / Growth Equity,2021.0,,,12.0,,,,,
61034,Long Point Capital Fund IV,Long Point Capital,16372,Diversified,2021.0,North America,,Launched,Venture Capital / Growth Equity,2021.0,,,12.0,,,,,
61035,Bain Capital Credit CLO Management II,Bain Capital,6389,Diversified,2021.0,North America,,Currently Investing,Mezzanine / Debt,2021.0,,,12.0,371030000.0,USD,1st Close,,
61036,NRC Private Equity Opportunities 2021,New Republic Partners,22890,Diversified,2021.0,North America,,Currently Investing,Venture Capital / Growth Equity,2021.0,,,4.0,67800000.0,USD,1st Close,,
61037,Fifth Wall Late-Stage Climate Technology Fund,Fifth Wall,17858,Clean Tech / Renewable,2021.0,North America,,Launched,Venture Capital / Growth Equity,2021.0,,,12.0,,,,,
61044,Kinzie Fund II,Kinzie Capital Partners,19896,Consumer Goods,2021.0,North America,United States,Launched,Fund of Funds / Co-Investment,2021.0,,,11.0,,,,,
61044,Kinzie Fund II,Kinzie Capital Partners,19896,Manufacturing,2021.0,North America,United States,Launched,Fund of Funds / Co-Investment,2021.0,,,11.0,,,,,
61044,Kinzie Fund II,Kinzie Capital Partners,19896,Business Services,2021.0,North America,United States,Launched,Fund of Funds / Co-Investment,2021.0,,,11.0,,,,,
61057,Climate Technology Fund,Zouk Capital,7068,Clean Tech / Renewable,2022.0,Western Europe,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
61057,Climate Technology Fund,Zouk Capital,7068,Clean Tech / Renewable,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
61057,Climate Technology Fund,Zouk Capital,7068,TMT,2022.0,Western Europe,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
61057,Climate Technology Fund,Zouk Capital,7068,TMT,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,,,1.0,,,,,
61058,Blackstone Capital Partners IX,Blackstone,5611,Diversified,2022.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61058,Blackstone Capital Partners IX,Blackstone,5611,Diversified,2022.0,Latin America,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61058,Blackstone Capital Partners IX,Blackstone,5611,Diversified,2022.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61058,Blackstone Capital Partners IX,Blackstone,5611,Diversified,2022.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61058,Blackstone Capital Partners IX,Blackstone,5611,Diversified,2022.0,North America,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61058,Blackstone Capital Partners IX,Blackstone,5611,Diversified,2022.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61059,Brookfield Capital Partners VI,Brookfield Asset Management,5903,Diversified,2022.0,Western Europe,,Launched,Venture Capital / Growth Equity,2022.0,12500000000.0,USD,1.0,,,,,
61059,Brookfield Capital Partners VI,Brookfield Asset Management,5903,Diversified,2022.0,North America,,Launched,Venture Capital / Growth Equity,2022.0,12500000000.0,USD,1.0,,,,,
61059,Brookfield Capital Partners VI,Brookfield Asset Management,5903,Diversified,2022.0,Asia-Pacific,,Launched,Venture Capital / Growth Equity,2022.0,12500000000.0,USD,1.0,,,,,
61059,Brookfield Capital Partners VI,Brookfield Asset Management,5903,Diversified,2022.0,Central/Eastern Europe,,Launched,Venture Capital / Growth Equity,2022.0,12500000000.0,USD,1.0,,,,,
61060,Harvest Growth Capital IV,Harvest Growth Capital,22895,TMT,2022.0,North America,,Currently Investing,Venture Capital / Growth Equity,2022.0,150000000.0,USD,1.0,15000000.0,USD,1st Close,,
61061,Nordic Capital XI,Nordic Capital,6615,Business Services,2022.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Business Services,2022.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Business Services,2022.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Business Services,2022.0,North America,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Business Services,2022.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,TMT,2022.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,TMT,2022.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,TMT,2022.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,TMT,2022.0,North America,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,TMT,2022.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Diversified,2022.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Diversified,2022.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Diversified,2022.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Diversified,2022.0,North America,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61061,Nordic Capital XI,Nordic Capital,6615,Diversified,2022.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2022.0,,,1.0,,,,,
61063,Active Capital Fund Extension,Active Capital,18664,Business Services,2022.0,North America,,Currently Investing,Venture Capital / Growth Equity,2022.0,25000000.0,USD,2.0,11050000.0,USD,1st Close,,
61063,Active Capital Fund Extension,Active Capital,18664,TMT,2022.0,North America,,Currently Investing,Venture Capital / Growth Equity,2022.0,25000000.0,USD,2.0,11050000.0,USD,1st Close,,
61064,TPG Partners IX,TPG,6701,Financial Services,2022.0,Central/Eastern Europe,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Financial Services,2022.0,Middle East/Africa,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Financial Services,2022.0,North America,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Financial Services,2022.0,Asia-Pacific,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Financial Services,2022.0,Western Europe,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Healthcare,2022.0,Central/Eastern Europe,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Healthcare,2022.0,Middle East/Africa,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Healthcare,2022.0,North America,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
61064,TPG Partners IX,TPG,6701,Healthcare,2022.0,Asia-Pacific,United Kingdom,Launched,Buyout / Corporate Private Equity,2022.0,18500000000.0,USD,1.0,,,,,
