email,fm_office_id,postal_code,fm_id,country,phone,city,street_address,web_address,head_office,state,region
True,1523,1 704 944 0914,12409,North America,North Carolina,Charlotte,"150 North College Street, Suite 2500",28202,www.ridgemontep.com,United States,
True,1325,1 678 894 1447,19374,North America,Georgia,Atlanta,3630 Peachtree Rd NE Suite 920,30326,www.resurgenstech.com,United States,
True,4060,1 860 409 2100,8608,North America,Connecticut,Avon,"45 Nod Road, Suite 2",06001-3819,www.ironwoodcap.com,United States,info@ironwoodcap.com
True,3851,1 312 784 3990,14209,North America,Illinois,Chicago,"156 North Jefferson Street, Suite 300",60661,www.promusventures.com,United States,compliance@promusassetmanagement.com
False,2439,,14209,North America,California,San Francisco,665 3rd St,94107,,United States,
False,1778,,14209,Western Europe,,Luxembourg,29 Boulevard Prince Henri,1724,,Luxembourg,
True,124,39 02 2906 631,3822,Western Europe,,Milan,"Via Brera, 21",20121,deacapitalaf.com,Italy,info-af@deacapital.com
False,564,34 91 4531860,3822,Western Europe,,Madrid,Calle de VelÃ¡zquez 18,28001,,Spain,
True,3075,358 9 6817 8900,7884,Western Europe,,Helsinki,"Aleksanterinkatu 19 A, 5th floor",00100,www.eq.fi,Finland,asiakaspalvelu@eq.fi
True,757,1 720 668 4533,14977,North America,Colorado,Boulder,"1050 Walnut Street,  Suite 202",80302,www.techstars.com,United States,
True,509,49 304 036 36 80,19594,Western Europe,,Berlin,KurfÃ¼rstendamm 177,10707,www.liqid.de,Germany,service@liqid.de
True,4016,1 858 412 8500,12130,North America,California,San Diego,9255 Towne Centre Drive Suite 350,92121,correlationvc.com,United States,info@correlationvc.com
False,1028,1 917 297 6295,12130,North America,New York,Brooklyn,134 N 4th Street,11249,,United States,
False,2716,1 415 890 5425,12130,North America,California,San Francisco,650 California Street 7th Floor,94108,,United States,
True,3896,1 415 275 1750,17796,North America,California,San Francisco,680 2nd Street,94107,www.afore.vc,United States,helloworld@afore.vc
True,2901,1 891 088 7999,16928,Latin America,,Grand Cayman,"Floor 4, Willow House, Cricket Square",KY1-1104,,Cayman Islands,
True,1876,,22631,Asia-Pacific,,Tokyo,"8-2-7 Akasaka, Minato-ku,",,https://www.enfi.co.jp/,Japan,corp@enfi.co.jp
True,3068,1 212 271 4200,19276,North America,New York,New York,"444 Madison Ave, 22nd Floor",10022,www.eversept.com,United States,ir@eversept.com
True,355,1 617 410 4800,19634,North America,Massachusetts,Boston,28 State Street 23rd Floor,02109,www.evolutioncreditpartners.com,United States,ir@evolutioncreditpartners.com
False,40,,19634,North America,New York,New York,"535 5th Avenue, 4th Floor",10017,,United States,
True,2974,1 650 458 7039,16198,North America,California,San Mateo,55 East 3rd Avenue,94401,www.boost.vc,United States,info@boost.vc
True,3996,1 646 662 0124,19894,North America,New York,New York,"450 Lexington Avenue, 4th Floor",10017,www.tiaventures.com,United States,
True,3646,1 212 897 5430,21633,North America,New York,New York,"1350 Avenue of the Americas, Suite 2600",10019,casdincapital.com,United States,info@casdincapital.com
True,4072,1 212 415 6700,6731,North America,New York,New York,"9 West 57th Street, 29th Floor",10019,www.veritascapital.com,United States,info@veritascapital.com
True,1757,1 310 916 9599,18408,North America,California,Los Angeles,"11390 West Olympic Boulevard, Suite 380",90064,www.archervc.com,United States,info@archervc.com
True,2206,1 403 517 1500,8441,North America,,Calgary,"Centennial Place East 3110, 520 3rd Ave SW",T2P 0R3,www.navigatingenergy.com,Canada,info@navigatingenergy.com
False,2286,1 650 276 3752,8441,North America,California,Mountain View,"444 Castro Street, Suite 710",94041,,United States,
True,777,1 646 413 3484,17632,Latin America,,San Juan,1256 PR-25,00907,www.semilleroventures.com,Puerto Rico,info@semilleroventures.com
True,2169,1 415 868 5024,18339,North America,California,Mill Valley,"38 Miller Avenue,  Suite 123",94941,www.haystack.vc,United States,
True,354,1 646 710 3715,14481,North America,New York,New York,"45 West 25th Street, 5th floor",10010,redswan.vc,United States,
True,3956,1 669 377 4153,21601,North America,Florida,Surfside,9528 Bay Drive,33154,shrug.vc,United States,
False,1562,1 310 458 3600,1665,North America,California,Santa Monica,"100 Wilshire Boulevard, Suite 1700",90401,,United States,
True,1000,1 212 303 1650,1665,North America,New York,New York,"645 Fifth Avenue, 21st Floor",10022-5910,www.msdcapital.com,United States,inquiries@msdcapital.com
False,954,1 561 612 5050,1665,North America,Florida,West Palm Beach,222 Lakeview Avenue Suite 1600,33401,,United States,
True,1479,1 408 524 1470,20339,North America,California,Sunnyvale,440 North Wolfe Road,94085,www.plugandplaytechcenter.com/ventures/,United States,
True,3499,1 617 580 9127,18650,North America,Massachusetts,Boston,"175 Portland Street,  3rd Floor",02114,www.springlanecap.com,United States,Info@SpringLaneCapital.com
False,3650,,18650,North America,,Montreal,"espace cdpq, 3 Place Ville Marie, bureau 12350",H3B 0E7,,Canada,
True,3495,403 2641888,22678,North America,,Calgary,"701, 421 - 7th  Avenue SW",T2P 4K9,www.longbowcapital.com,Canada,communications@longbowcapital.com
True,1764,1 415 882 4550,6540,North America,California,San Francisco,"101 Mission Street,  Suite 1500",94105,www.igpequity.com,United States,
True,3391,1 617 747 9500,13612,North America,Massachusetts,Boston,99 High Street,02110,www.mercer.com/what-we-do/wealth-and-investments.html,United States,
False,2985,44 20 7626 6000,13612,Western Europe,,London,1 Tower Place West Tower Place,EC3R 5BU,,United Kingdom,
False,1329,1 404 442 3100,13612,North America,Georgia,Atlanta,3560 Lenox Road Suite 2400,,,United States,
True,1286,1 212 224 9400,9023,North America,New York,New York,717 Fifth Avenue 24th floor,10022,www.corsair-capital.com,United States,corsair@corsair-capital.com
False,2021,44 20 7152 6530,9023,Western Europe,,London,12 Charles II Street 7th Floor,SW1Y 4QU,,United Kingdom,
True,3602,1 801 961 1131,13429,North America,Utah,Salt Lake City,"299 South Main Street, Suite 2450",84111,www.dakotapacific.com,United States,holdings@dakotapacific.com
True,1132,,22683,North America,,Menlo Park,"2765 Sand Hill Rd, Suite 210,",CA 94025,https://www.fortross.vc/,United States,info@fortross.vc
False,947,,22683,Middle East/Africa,,Tel Aviv,"37 Menachem Begin Rd. Rubinstein House,",6522042,,Israel,info@fortross.vc
True,3687,1 737 484 6889,19288,North America,New York,New York,"1 Dock 72 Way, 7th Floor",11205,www.mbxcapital.com,United States,team@mbxcapital.com
True,487,1 440 528 0333,12615,North America,Ohio,Chagrin Falls,57 E. Washington Street,44022,www.peppertreecapital.com,United States,info@peppertreecapital.com
True,3220,,20408,North America,California,San Jose,690 Saratoga Ave. #201,95129,primersazze.com,United States,info@primersazze.com
True,203,1 713 322 7310,16953,North America,Texas,Houston,"2229 San Felipe,  Suite 1450",77019,www.carnelianenergy.com,United States,info@carnelianec.com
True,757,1 248 425 5671,22689,North America,California,San Francisco,1011 Kearny Street,94133,www.starship.vc,United States,
True,72,1 616 233 3161,11248,North America,Michigan,Grand Rapids,190 Monroe Avenue NW Suite 600,49503,www.blackfordcapital.com,United States,info@blackfordcapital.com
False,2465,1 616 325 1281,11248,North America,Michigan,Royal Oak,150 West Second Street Suite 400,48067,,United States,info@blackfordcapital.com
True,2468,1 650 614 5800,13629,North America,California,Redwood City,"2055 Woodside Rd, Suite 270",94061,www.signiaventurepartners.com,United States,
True,3795,1 203 813 4100,16812,North America,Connecticut,Greenwich,"140 Greenwich Avenue, 4th Floor",06830,www.southfieldcapital.com,United States,info@southfield.com
True,1179,1 650 781 0400,16769,North America,California,Foster City,950 Tower Lane Suite 1100,94404,www.geodesiccap.com,United States,info@geodesiccap.com
True,94,1 416 865 0707,12499,North America,,Toronto,"Bay Adelaide Centre, 333 Bay Street,  Suite 610",M5H 2R2,www.penfund.com,Canada,
True,1448,1 646 688 0496,19384,North America,New York,New York,"1 Rockefeller Plaza, 16th Floor",10020,www.revolvercappartners.com,United States,info@revolvercappartners.com
True,3653,1 212 231 0095,11698,North America,New York,New York,"601 Lexington Avenue, 59th Floor",10022,siriscapital.com,United States,info@siriscapital.com
True,2124,1 615 843 9100,19257,North America,Tennessee,Nashville,3835 Cleghorn Ave. Suite 300,37215,www.mtngp.com,United States,
True,3741,1 310 432 7000,16556,North America,California,Los Angeles,"10250 Constellation Boulevard, 30th Floor",90067,www.opengatecapital.com,United States,ir@opengatecapital.com
False,903,33 1 40 06 01 58,16556,Western Europe,,Paris,19 avenue George V,75008,,France,
True,3309,1 310 996 9585,7401,North America,California,Los Angeles,"11766 Wilshire Blvd., Suite 850",90025,www.caltius.com,United States,info@caltius.com
True,2848,1 314 754 1400,8400,North America,Missouri,St. Louis,"1 N. Brentwood, Suite 1550",63105,www.eagleprivatecapital.com,United States,
True,3513,1 212 981 6901,8172,North America,New York,New York,"565 Fifth Avenue,  26th Floor",10017,www.hepfund.com,United States,info@hepfund.com
True,2653,1 561 394 0550,6891,North America,Florida,Boca Raton,"5200 Town Center Circle, 4th Floor",33486,www.suncappart.com,United States,
False,2082,1 212 588 9156,6891,North America,New York,New York,100 Park Avenue  33rd Floor,10017,,United States,
False,2288,1 310 473 1116,6891,North America,California,Los Angeles,"11111 Santa Monica Blvd, Suite 1050",90025,,United States,
False,3625,44 207 318 1100,6891,Western Europe,,London,"2 Park Street, 1st Floor",W1K 2HX,,United Kingdom,
True,1474,1 416 868 9696,10928,North America,,Toronto,"2 St Clair Ave West, Suite 1400",M4V 1L5,www.georgianpartners.com,Canada,info@georgianpartners.com
True,1323,1 415 713 5784,20360,North America,California,Larkspur,700 Larkspur Landing Circle Ste 199,94939,www.liquidstock.com,United States,hello@liquidstock.com
False,398,,20360,North America,California,Los Angeles,-,90266,,United States,
True,356,1 737 717 0600,19551,North America,Texas,Austin,3700 N. Capital of Texas Hwy. Suite 530,78746,www.aerocapitalsolutions.com,United States,ir@aerocapitalsolutions.com
False,4003,,19551,Western Europe,,Dublin,"Unit 6, Telford Building Heuston South Quarter St. Johnâ€™s Road West",D08 A0X7,,Ireland,
False,2286,,19551,Asia-Pacific,,Singapore,13 Stamford Road #02-11,178905,,Singapore,
True,2922,1 312 382 2200,6518,North America,Illinois,Chicago,300 N. LaSalle Street  Suite 5600,60654,www.gtcr.com,United States,info@gtcr.com
True,2794,1 214 308 5230,16972,North America,Texas,Dallas,2100 McKinney Ave. Suite 1675,75201,www.pearl-energy.com,United States,info@pearl-energy.com
True,235,1 416 5835821,22720,North America,,Toronto,"662 University Avenue, Mars Centre, West Tower, Suite 1720",,www.crossborder.ventures,Canada,info@crossborder.ventures
True,4026,,14058,Asia-Pacific,,Tokyo,"10-11 Sakuragaoka-cho, Shibuya-ku,",150-0031,www.globalbrains.com,Japan,info@globalbrains.co.jp
False,2206,,14058,North America,California,San Francisco,-,,,United States,
True,2224,44 207 932 2138,16774,Western Europe,,London,27 Beak Street,W1F 9RU,www.felixcap.com,United Kingdom,info@felixcap.com
True,1617,,22735,North America,,Montreal,-,,www.accelia.vc,Canada,
True,2967,44 20 7478 3970,10941,Western Europe,,London,15 Golden Square 4th Floor,W1F 9JG,www.hollyportcapital.com,United Kingdom,ir@hollyportcapital.com
False,1765,1 929 200 8645,10941,North America,New York,New York,1230 Ave. of the Americas 18th Floor,10020,,United States,
True,1546,1 312 940 6700,18854,North America,Illinois,Chicago,"181 W. Madison St.,  Suite 4450",60602,www.rivergladecapital.com,United States,info@rivergladecapital.com
True,2002,1 561 459 9211,19393,North America,New York,New York,251 Park Ave South 8th Floor,10010,tuskventures.com,United States,info@tuskventures.com
True,2002,1 212 826 2700,8908,North America,New York,New York,400 Park Avenue Suite 820,10022,www.skcapitalpartners.com,United States,inquiries@skcapitalpartners.com
True,1017,41 55 420 14 46,16913,Western Europe,,Zurich,Bahnhofstrasse 18,8001,www.lakestar.com,Switzerland,
True,2649,41 079 253 1655,22739,Western Europe,,Basel,Lange Gasse 15,,https://korifycapital.com/,Switzerland,info@korifycapital.com
True,1135,1 310 458 2003,20337,North America,California,Santa Monica,"225 Santa Monica Blvd, Floor 10",90401,www.clocktowerventures.com,United States,
True,3870,1 650 544 5662,21100,North America,California,San Francisco,"2261 Market St, #4231",94111,lcapitalmgmt.com,United States,info@lcapitalmgmt.com
True,166,1 617 658 3024,15130,North America,Massachusetts,Boston,Prudential Tower 800 Boylston Street #2200,02199,www.pacificlake.com,United States,
False,1022,,15130,North America,California,San Mateo,"400 S El Camino Real, Suite 750",94402,,United States,
True,3795,44 203 700 33 30,14665,Western Europe,,London,6 Chesterfield Gardens,W1J 5BQ,www.kartesia.com,United Kingdom,contact@kartesia.com
False,1470,32 2 808 02 36,14665,Western Europe,,Brussels,Avenue Louise 250,1050,,Belgium,
False,1965,352 27 861 092,14665,Western Europe,,Leudelange,"5-7, rue Léon Laval",3372,,Luxembourg,
False,2292,349 14 197 619,14665,Western Europe,,Madrid,"C/ Montalbán 7, 5ª Planta",28014,,Spain,
False,1915,352 27 861 092,14665,Western Europe,,Paris,8-10 rue Lamennais,75008,,France,
False,2853,496 996 758 495,14665,Western Europe,,Frankfurt,"Bockenheimer Landstrasse 51-53, 5th Floor",60325,,Germany,
False,2304,,14665,Western Europe,,Munich,Promenadeplatz 9,80333,,Germany,
True,1185,1 203 629 4901,7169,North America,Connecticut,Greenwich,599 West Putnam Avenue,06830,www.lcatterton.com,United States,info@lcatterton.com
False,1972,65 6672 7600,7169,Asia-Pacific,,Singapore,L Capital Asia 1 Kim Seng Promenade #18-07/12 Great World City (West Tower),237994,www.lcapitalasia.com,Singapore,info@lcattertonasia.com
False,351,612 9255 5500,7169,Asia-Pacific,,Sydney,"Suite 39.04, Level 39,  Australia Square Tower 264 George St",2000,,Australia,
False,170,,7169,Western Europe,,London,4th Floor 19-20 New Bond Street,W1S2RD,,United Kingdom,lcapital@lvmh.fr
False,2347,33 1 44 13 22 06,7169,Western Europe,,Paris,"18, rue FranÃ§ois 1er",75008,lcattertoneurope.com,France,lcatterton.europe@lcatterton.com
False,3565,352 28 86 80 40,7169,Western Europe,,Luxembourg,40 avenue Monterey,L 2163,,Luxembourg,
False,2212,1 212 600 2139,7169,North America,New York,New York,"30 Rockefeller Plaza, Suite 5405",10112,,United States,
False,2078,,7169,Asia-Pacific,,Beijing,"Unit 03-2, Floor 57th, Fortune Financial Center, No.5 East 3rd Ring Road, Chaoyang District",100020,,China,
False,1738,,7169,Western Europe,,Milan,"Largo Augusto, 8",20122,,Italy,
True,3483,0,22747,Western Europe,,Malmö,"Medeon Science Park, Per Albin Hanssons väg 41",SE-205 21,soundbioventures.com/,Sweden,info@soundbioventures.com
True,2276,1 650 522 3300,17561,North America,California,San Mateo,2020 Pioneer Court,94403,www.sumeruequity.com,United States,hello@sumeruequity.com
True,2657,1 305 379 8686,8629,North America,Florida,Miami,1450 Brickell Avenue 31st Floor,33131,www.bayside.com,United States,bayside@bayside.com
False,6,1 212 314 1000,8629,North America,New York,New York,600 Fifth Avenue 22nd Floor,10020,,United States,
False,1409,1 617 425 5650,8629,North America,Massachusetts,Boston,500 Boylston Street 20th Floor,02116,,United States,
False,136,0207 318 5700,8629,Western Europe,,London,10 Grosvenor Street 2nd Floor,W1K 4QB,,United Kingdom,
False,3238,49 40 41 33 06 100,8629,Western Europe,,Hamburg,Warburgstrasse 50,20354,,Germany,
False,434,34 91 737 50 50,8629,Western Europe,,Madrid,Antonio Maura 4 â€“ 4th Floor,28014,,Spain,
False,2203,39 02 45 37 5200,8629,Western Europe,,Milan,Via Dante 14,20121,,Italy,
False,1113,33 1 53 57 50 60,8629,Western Europe,,Paris,"2, Rue Lord Byron 5th Floor",75008,,France,
True,701,1 216 535 4700,6404,North America,Ohio,Cleveland,127 Public Square Suite 5100,44114-1312,www.bluepointcapital.com,United States,ir@bluepointcapital.com
False,836,1 206 332 9200,6404,North America,Washington,Seattle,"601 Union Street,  Suite 3022",98101,,United States,
False,2261,1 704 347 1111,6404,North America,North Carolina,Charlotte,201 South Tryon Street Suite 850,28202,,United States,
False,2051,86 21 5047 4700,6404,Asia-Pacific,,Shanghai,Suite 4604B Wheelock Square 1717 Nan Jing West Road,200040,,China,
True,35,1 443 836 6931,21465,North America,Maryland,Baltimore,6 East Eager Street,21202,www.accessholdings.com,United States,info@accessholdings.com
True,92,1 267 872 3348,17273,North America,New York,New York,"322 8th Street, Suite 1900",10001,www.courtsidevc.com,United States,hello@courtsidevc.com
True,1521,1 610 941 7700,3988,North America,Pennsylvania,Conshohocken,"Eight Tower Bridge 161 Washington Street, Suite 1500",19428,www.millcreekcap.com,United States,
False,1604,1 412 697 1177,3988,North America,Pennsylvania,Pittsburgh,"Foster Plaza 10 680 Andersen Drive, Suite 530",15220,,United States,
False,589,1 239 325 5000,3988,North America,Florida,Naples,"999 Vanderbilt Beach Rd, Suite 200",34108,,United States,
True,1030,1 415 279 5122,13446,North America,California,Menlo Park,"Pier 17, Suite 800",94111,www.fyrfly.vc,United States,
True,1199,1 347 614 2682,20608,North America,New York,New York,"135 Fifth Avenue, 7th Floor",10010,www.avenirgrowth.com,United States,
True,2352,1 415 738 1200,11714,North America,California,San Francisco,50 California Street Suite 1320,94111,www.sfequitypartners.com,United States,info@sfequitypartners.com
True,483,1 212 715 4000,22753,North America,,New York,"527 Madison Avenue, 25th Floor",10022,https://atlanticpark.com/,United States,info@atlanticpark.com
True,1732,1 415 273 4201,2333,North America,California,San Francisco,522 Washington Street,94111,www.industryventures.com,United States,info@industryventures.com
False,2213,1 415 689 9947,2333,North America,Virginia,Alexandria,204 South Union Street,22314,,United States,
False,3577,44 20 3992 8195,2333,Western Europe,,London,"96 Kensington High Street, 2nd Floor",W8 4SG,,United Kingdom,
True,1143,1 617 480 2644,15904,North America,Massachusetts,Boston,40A Orchardhill Road,02130,reinventurecapital.com,United States,
True,3516,1 212 389 1601,13178,North America,New York,New York,"99 Hudson Street,  15th Floor",10013,www.tribecavp.com,United States,admin@tribecavp.com
True,3887,1 650 233 2750,6562,North America,California,Menlo Park,2750 Sand Hill Road,94025,https://www.kleinerperkins.com/,United States,plans@kpcb.com
False,3914,1 650 233 2750,6562,North America,California,San Francisco,101 South Park Street,94107,,United States,plans@kpcb.com
True,1047,,12445,North America,Massachusetts,Boston,"179 Lincoln Street, #404",02111,www.nextviewventures.com,United States,
False,1221,,12445,North America,New York,New York,"580 Broadway, #701",10012,,United States,
True,453,1 323 205 6541,20058,North America,California,Los Angeles,6121 Sunset Blvd,90021,www.rainfall.com,United States,
False,2997,,20058,North America,New York,New York,-,,,United States,
True,3164,1 646 237 4837,11518,North America,New York,New York,"100 Crosby St.,",10012,www.lererhippeau.com,United States,contact@lererhippeau.com
True,2697,1 212 6090620,17600,North America,New York,New York,"830 3rd Ave, Floor 4",10022,https://www.triartisan.com/,United States,clientservices@triartisan.com
True,324,,22760,North America,Texas,Houston,.3706 N Braeswood Blvd,77025,www.braescapital.com,United States,
True,1101,,22761,North America,Massachusetts,Cambridge,1 Broadway,02114,https://www.dormroomfund.com/,United States,
True,4125,1 516 662 4806,21106,North America,New Jersey,Cherry Hill,1132 Winding Drive,08003,www.siddhicapital.co,United States,
True,423,1 617 986 5040,17431,North America,Massachusetts,Boston,121 Mount Vernon Street,02108,www.1011vc.com,United States,
False,1007,1 855 910 1011,17431,North America,California,Burlingame,"345 Lorton Ave, Suite 401",94010,,United States,
False,3448,1 303 909 8873,17431,North America,Colorado,Boulder,777 Pearl Street Suite 211,80302,,United States,
True,367,1 512 537 9315,17775,North America,Texas,Austin,10121 Thistle Ridge,78733,truewealthvc.com,United States,media@truewealthvc.com
True,2581,1 650 438 1500,20796,North America,California,Menlo Park,1260 San Mateo Drive,94025,www.xplorer.vc,United States,info@xc.vc
False,703,1 919 374 5600,8024,North America,North Carolina,Raleigh,"2501 Blue Ridge Road,  Suite 220",27607,,United States,
True,3751,1 513 621 9700,8024,North America,Ohio,Cincinnati,"221 East Fourth Street, Suite 2400",45202,www.rccf.com,United States,
True,2886,,11014,North America,Ohio,Westlake,"1290 Bassett Road, Suite 7",44145,www.mutualcapitalpartners.com,United States,mcpf@mutualcapitalpartners.com
True,1738,1 650 843 5000,16740,North America,California,Los Altos,104 1st Street,94022,www.rocketship.vc,United States,
True,1159,1 650 308 4180,22467,North America,California,Menlo Park,1205 Bay Laurel Drive,94025,www.decibel.vc,United States,founders@decibel.vc
True,3626,44 203 793 0003,22771,Western Europe,,London,12 St Jamesâ€™s Place,SW1A 1NX,https://www.s4capital.com/,United Kingdom,info@s4capital.com
True,3621,1 650 394 6630,18700,North America,California,San Carlos,"751 Laurel Street, Suite 337",94070,www.hustlefund.vc,United States,invest@hustlefund.vc
True,2738,1 303 941 1587,19590,North America,Tennessee,Nashville,3835 Cleghorn Ave Suite 200B,37215,www.fintopcapital.com,United States,
False,3781,,19590,North America,New Jersey,Morristown,30 W Park Place,07960,,United States,
False,2910,,19590,North America,Missouri,St. Louis,"7701 Forsyth Boulevard, Suite 1000",63105,,United States,
True,2750,1 360 340 9337,22776,North America,Washington,Seattle,119 South Main Street Suite 220,98104,www.draftvc.com,United States,
True,70,2082422565,21312,North America,Idaho,Eagle,"500 E Shore Dr., Suite 120",83616,https://www.alturacap.com/,United States,info@alturacap.com
True,2675,,13646,Western Europe,,Berlin,ChausseestraÃŸe 19,10115,www.pointninecap.com,Germany,info@pointninecap.com
True,626,1 650 687 5600,6429,North America,California,Palo Alto,"300 Hamilton Avenue, 3rd Floor",94301,www.crv.com,United States,
False,2860,1 781 768 6000,6429,North America,Massachusetts,Boston,"855 Boylston Street, 10th Floor",02116,,United States,
False,2724,1 415 960 3000,6429,North America,California,San Francisco,568 Brannan Street,94107,,United States,
False,496,86 10 5952 0800,16331,Asia-Pacific,,Beijing,"Floor 28, Building B PingAn International Financial Center No. 1-3 Xinyuan South Road Chaoyang District",100027,,China,
True,3817,852 2179 1988,16331,Asia-Pacific,,Hong Kong,"Suite 2202, 22nd Floor, Two International Finance Centre, 8 Finance Street, Central",,hillhousecap.com,Hong Kong,hcminfo@hillhousecap.com
False,1706,,16331,North America,New York,New York,667 Madison Avenue 17th Floor. 61st,10065,,United States,
False,451,65 6603 0860,16331,Asia-Pacific,,Singapore,"50 Raffles Place, #34-02A, Singapore Land Tower",048623,,Singapore,
True,299,1 202 737 5220,11547,North America,Virginia,Alexandria,99 Canal Center Plaza Suite 400,22314,www.dccapitalpartners.com,United States,info@dccapitalpartners.com
False,555,,11547,North America,Florida,West Palm Beach,515 North Flagler Drive Suite 1450,33401,,United States,
True,1971,1 214 236 9509,19472,North America,Texas,Dallas,"5950 Sherry Lane, Suite 405",75225,www.interlock.vc,United States,info@interlock.vc
False,2097,,19472,North America,New York,New York,126 5th Ave,10011,,United States,
True,3793,1 610 458 5000,22741,North America,Pennsylvania,Exton,685 Stockton Drive,19341,https://bentleyitwinventures.com/,United States,
True,2588,971 2 885 6666,22589,Middle East/Africa,,Abu Dhabi,"Office 3502, 35th Floor, Al Maqam Tower, ADGM Square, Al Maryah Island",,https://chimerainvestment.com/Website/en/,United Arab Emirates,contact@chimerainvestment.com
True,1012,,22784,North America,Florida,Miami,801 Brickell Avenue Office #709,33131,https://www.swiftarcventures.com/,United States,
False,2387,,22784,North America,New York,New York,"1 World Trade Center, 85th Floor",10007,,United States,
True,2698,1 415 480 4674,20424,North America,California,Mountain View,"650 Castro Street, Suite 120-411",94041,www.sure.ventures,United States,info@sure.ventures
True,1173,,22233,North America,California,San Francisco,One Market Street,,www.dcp.capital,United States,hello@dcp.capital
True,645,1 303 592 5500,7177,North America,Colorado,Denver,1675 Broadway Suite 2400,80202,www.altiragroup.com,United States,info@altiragroup.com
True,3669,1 617 984 6355,20392,North America,Massachusetts,Boston,One Federal Street 25 Th Floor,02110,www.transformcap.com,United States,
True,3965,41 58 323 2323,1393,Western Europe,,Geneva,Route des Acacias 60,1211,www.group.pictet/alternative-investments,Switzerland,info@pictet.com
True,167,1 385 352 8880,15754,North America,Utah,Lehi,"3451 N. Triumph Blvd, Suite 200",84043,www.album.vc,United States,hello@album.vc
True,2975,1 917 854 0904,20247,North America,New York,New York,"175 Varick Street,  3rd Floor",10014,www.oceans.ventures,United States,hello@oceans.ventures
True,1828,1 917 981 8740,21554,North America,Florida,Key Biscayne,"77 Harbor Drive, #68",33149,www.clerisy.com,United States,
True,2506,1 617 478 7500,8155,North America,Massachusetts,Boston,"303 Congress St,  6th Floor",02210,www.openviewpartners.com,United States,
True,2016,1 949 398 0168,15969,North America,California,Newport Beach,3434 Via Lido Suite 300,92663,www.lsquaredcap.com,United States,info@lsquaredcap.com
True,55,1 805 324 4072,19957,North America,Texas,Dallas,"750 North St. Paul Street, Suite 1200",75201,www.crossplanecapital.com,United States,info@crossplanecapital.com
True,2201,1 917 304 7294,20673,North America,Florida,Palm Beach,340 Royal Poinciana Way Suite 317 346,33480,www.ardanequity.com,United States,media@ardanequity.com
False,3855,,20673,North America,Massachusetts,Boston,-,,,United States,
False,3275,,20673,North America,Illinois,Chicago,-,,,United States,
True,2309,1 407 988 3014,17027,North America,Florida,Orlando,1030 North Orange Avenue  Suite 101,32801,www.deepworkcapital.com,United States,inbound@deepworkcapital.com
True,585,1 781 228 5674,19941,North America,Massachusetts,Cambridge,"1 Kendall Square,  Building 200 - Suite B2106",02139,www.linkventures.com,United States,
True,252,1 310 954 0444,6571,North America,California,Los Angeles,11111 Santa Monica Boulevard Suite 2000,90025,www.leonardgreen.com,United States,investorrelations@leonardgreen.com
True,2090,1 775 303 8471,22249,North America,California,San Francisco,315 Linden Street,94102,www.architectcap.io,United States,inquiries@architectcap.io
True,652,1 212 235 2045,22795,North America,New York,New York,"667 Madison Avenue, Floor 11",10065,www.grafine.com/,United States,info@grafine.com
False,1738,1 858 362 9880,6554,North America,California,La Jolla,7776 Ivanhoe Avenue Suite 200,92037,www.jmi.com,United States,
True,2017,1 410 951 0200,6554,North America,Maryland,Baltimore,100 International Drive Suite 19100,21202,www.jmi.com,United States,info@jmi.com
True,3300,1 212 887 2105,8575,North America,New York,New York,623 Fifth Avenue 16th Floor,10022,www.windrose.com,United States,info@windrose.com
True,75,1 214 578 6083,20199,North America,Texas,Austin,2028 E Ben White Blvd #240-3636,78741,www.trustventures.com,United States,info@trustventures.com
True,2038,1 617 865 4640,21937,North America,Massachusetts,Boston,"11 Newbury Street, 5th Floor",02116,www.denaligrowth.com,United States,info@denaligrowth.com
True,2997,1 650 704 4072,15487,North America,California,Palo Alto,853 Alma Street,94301,www.vvp.vc,United States,info@vvp.vc
True,267,1 408 386 4030,19726,North America,California,San Francisco,"95 3rd Street,  Unit 239",94103,www.unshackledvc.com,United States,
True,3192,1 84 3822 6293,18947,North America,California,San Francisco,3137 Scott St,94123,www.presidioview.com,United States,
True,1102,1 617 531 6300,6872,North America,Massachusetts,Boston,"200 Clarendon Street, 55th Floor",02116,www.arclightcapital.com,United States,info@arclightcapital.com
False,3921,,6872,Western Europe,,Luxembourg,"8, Boulevard Royal",L-2449,,Luxembourg,
False,3492,1 403 775 2554,11259,North America,,Calgary,The Edison 150 - 9th Avenue SW Suite 2827,T2P 3H9,,Canada,
True,3744,1 416 640 6715,11259,North America,,Toronto,Bay Adelaide Centre 333 Bay Street Suite 2730,M5H 2R2,www.crowncapital.ca,Canada,
True,2780,9175253485,22807,North America,New York,Melville,"225 BROADHOLLOW ROAD, STE 213",11747,,United States,
False,649,33 1 44 71 44 44,6782,Western Europe,,Paris,4 square Edouard VII,75009,,France,
True,893,44 20 7661 3333,6782,Western Europe,,London,21 St. James’s Square,SW1Y 4JZ,www.cinven.com,United Kingdom,info@cinven.com
False,3632,49 69 90027 0,6782,Western Europe,,Frankfurt,Main Tower  Neue Mainzer Str 52,60311,,Germany,
False,1215,39 02 3211 1700,6782,Western Europe,,Milan,"Via Manzoni, 30",20121,,Italy,
False,3171,44 1481 743650,6782,Western Europe,,St Peter Port,Level 4  Mill Court La Charroterie,GY1 1EJ,,Guernsey,
